step,sim_time,dt,max_speed,max_accel
2489,22.5776,0.00667522,141.846,5610.59
2493,22.6044,0.00670682,136.237,5557.86
2497,22.6312,0.00672394,131.789,5529.58
2501,22.6581,0.00672394,131.789,5529.58
2505,22.6849,0.00671052,133.711,5551.72
2509,22.7113,0.00656656,139.772,5797.82
2513,22.7372,0.00633435,149.136,6230.69
2517,22.7625,0.00635678,142.628,6186.79
2521,22.7879,0.00635678,142.628,6186.79
2525,22.8123,0.00609995,141.241,6718.73
2529,22.8372,0.00625475,143.493,6390.28
2533,22.8625,0.00638222,141.166,6137.56
2537,22.8883,0.00664772,136.576,5657.11
2541,22.9149,0.00664772,136.576,5657.11
2545,22.9396,0.00618359,137.216,6538.2
2549,22.9641,0.00610077,136.615,6716.93
2553,22.989,0.00636123,131.215,6178.15
2557,23.0142,0.0061308,133.52,6651.29
2561,23.0387,0.0061308,133.52,6651.29
2565,23.0645,0.00644292,140.321,6022.48
2569,23.0905,0.00649974,137.606,5917.63
2573,23.1155,0.00604668,143.804,6837.64
2577,23.1404,0.00673323,139.694,5514.33
2581,23.1674,0.00673323,139.694,5514.33
2585,23.1917,0.00609653,134.188,6726.29
2589,23.2172,0.0064644,124.216,5982.52
2593,23.2434,0.00661442,133.436,5714.22
2597,23.2695,0.00624832,142.472,6403.45
2601,23.2945,0.00624832,142.472,6403.45
2605,23.3204,0.00648614,138.5,5942.48
2609,23.3466,0.0065745,147.189,5783.82
2613,23.3725,0.0063605,147.286,6179.55
2617,23.3972,0.00565036,145.909,7830.47
2621,23.4198,0.00565036,145.909,7830.47
2625,23.445,0.00629467,152.729,6309.48
2629,23.4706,0.00644429,159.826,6019.9
2633,23.4956,0.00601267,159.122,6915.21
2637,23.5197,0.00610401,154.629,6709.8
2641,23.5441,0.00610401,154.629,6709.8
2645,23.5695,0.00634024,157.877,6219.12
2649,23.5968,0.00699364,158.263,5111.33
2653,23.6238,0.00651608,157.215,5888
2657,23.6499,0.00653794,148.103,5848.68
2661,23.676,0.00653794,148.103,5848.68
2665,23.7012,0.00629856,145.899,6301.71
2669,23.7263,0.00626399,141.905,6371.45
2673,23.7511,0.00611801,152.025,6679.12
2677,23.7758,0.00631536,153.22,6268.22
2681,23.801,0.00631536,153.22,6268.22
2685,23.8251,0.00601413,133.414,6911.85
2689,23.8483,0.00572143,118.891,7637.14
2693,23.8712,0.00574171,114.451,7583.28
2697,23.8947,0.00629336,123.502,6312.1
2701,23.9199,0.00629336,123.502,6312.1
2705,23.9436,0.00592768,124.118,7114.92
2709,23.9695,0.00665957,125.183,5636.99
2713,23.9953,0.00625102,123.743,6397.91
2717,24.0204,0.00631336,123.391,6272.19
2721,24.0456,0.00631336,123.391,6272.19
2725,24.0712,0.00638408,122.383,6134
2729,24.0948,0.00573611,125.141,7598.11
2733,24.1181,0.00591341,126.985,7149.31
2737,24.1425,0.00664998,124.703,5653.26
2741,24.1691,0.00664998,124.703,5653.26
2745,24.1933,0.00607122,128.279,6782.47
2749,24.2174,0.0060008,128.207,6942.58
2753,24.2427,0.00666348,135.491,5630.38
2757,24.2691,0.00639445,139.676,6114.12
2761,24.2947,0.00639445,139.676,6114.12
2765,24.3159,0.00530782,132.79,8873.77
2769,24.3393,0.00602099,132.687,6896.11
2773,24.3647,0.0066532,133.536,5647.79
2777,24.3911,0.0064644,132.126,5982.51
2781,24.4169,0.0064644,132.126,5982.51
2785,24.4396,0.0056719,131.175,7771.1
2789,24.4628,0.00582173,131.252,7376.26
2793,24.4867,0.00616384,131.289,6580.17
2797,24.5112,0.00600116,133.992,6941.76
2801,24.5352,0.00600116,133.992,6941.76
2805,24.5605,0.00631255,132.87,6273.8
2809,24.5867,0.0066301,133.841,5687.21
2813,24.6121,0.00607039,133.409,6784.32
2817,24.6364,0.00610385,133.706,6710.15
2821,24.6608,0.00610385,133.706,6710.15
2825,24.6856,0.00618788,133.188,6529.14
2829,24.7092,0.00580406,132.89,7421.25
2833,24.7331,0.00615617,140.455,6596.58
2837,24.7579,0.00629262,138.858,6313.61
2841,24.783,0.00629262,138.858,6313.61
2845,24.8103,0.00681948,140.33,5375.73
2849,24.835,0.00617705,139.669,6552.05
2853,24.8603,0.00637653,139.9,6148.53
2857,24.8859,0.00641082,143.262,6082.93
2861,24.9115,0.00642392,140.214,6058.15
2865,24.9372,0.00642392,140.214,6058.15
2869,24.9605,0.00582558,139.888,7366.5
2873,24.9848,0.00615407,139.516,6601.07
2877,25.0102,0.00651231,138.653,5894.81
2881,25.0361,0.00639749,144.969,6108.3
2885,25.0617,0.00639749,144.969,6108.3
2889,25.0848,0.00578888,146.724,7460.22
2893,25.1066,0.00530946,145.171,8868.29
2897,25.1299,0.00635767,143.328,6185.06
2901,25.1556,0.00658745,145.796,5761.1
2905,25.1819,0.00658745,145.796,5761.1
2909,25.207,0.00627395,148.092,6351.23
2913,25.2312,0.00596297,145.324,7030.97
2917,25.2555,0.00619611,146.931,6511.82
2921,25.28,0.00589569,152.129,7192.34
2925,25.3035,0.00589569,152.129,7192.34
2929,25.3297,0.00653053,145.104,5861.96
2933,25.3556,0.00646632,137.092,5978.95
2937,25.3805,0.00598782,136.994,6972.73
2941,25.4045,0.006058,142.13,6812.11
2945,25.4288,0.006058,142.13,6812.11
2949,25.4525,0.00593923,137.194,7087.29
2953,25.4773,0.00627573,137.33,6347.63
2957,25.5025,0.00634294,137.492,6213.82
2961,25.5274,0.00583237,142.792,7349.36
2965,25.5507,0.00583237,142.792,7349.36
2969,25.5779,0.00680622,139.829,5396.71
2973,25.604,0.00651611,136.683,5887.94
2977,25.6282,0.00590527,136.536,7169.03
2981,25.6525,0.00623786,136.419,6424.94
2985,25.677,0.00578833,136.027,7461.62
2989,25.7002,0.00578833,136.027,7461.62
2993,25.7234,0.00579978,145.718,7432.2
2997,25.7487,0.00652285,143.751,5875.77
3001,25.7737,0.00595866,144.374,7041.14
3005,25.7979,0.00631063,147.732,6277.61
3009,25.8231,0.00631063,147.732,6277.61
3013,25.8459,0.00569318,149.677,7713.13
3017,25.8721,0.00682221,143.739,5371.43
3021,25.8983,0.00627766,143.723,6343.72
3025,25.9228,0.00565049,145.601,7830.11
3029,25.9454,0.00565049,145.601,7830.11
3033,25.9685,0.00578148,149.879,7479.32
3037,25.992,0.00591063,146.837,7156.04
3041,26.0156,0.00588131,144.315,7227.56
3045,26.0393,0.00609461,142.935,6730.5
3049,26.0637,0.00609461,142.935,6730.5
3053,26.088,0.00606504,146.231,6796.3
3057,26.1109,0.00563521,150.92,7872.64
3061,26.1339,0.00583322,152.477,7347.23
3065,26.1574,0.00599985,145.713,6944.78
3069,26.1814,0.00599985,145.713,6944.78
3073,26.204,0.0056654,142.174,7788.94
3077,26.2271,0.00580179,146.491,7427.06
3081,26.25,0.00564178,155.712,7854.31
3085,26.2721,0.00515149,153.511,9420.5
3089,26.2927,0.00515149,153.511,9420.5
3093,26.3156,0.00573531,156.657,7600.22
3097,26.3407,0.00644515,151.073,6018.3
3101,26.3662,0.00631465,145.318,6269.62
3105,26.3912,0.00609076,154.633,6739.03
3109,26.4156,0.00609076,154.633,6739.03
3113,26.4405,0.0062159,154.536,6470.41
3117,26.465,0.00609986,149.548,6718.93
3121,26.4885,0.00568215,148.564,7743.1
3125,26.5118,0.0062211,149.416,6459.59
3129,26.5367,0.0062211,149.416,6459.59
3133,26.5609,0.00606171,146.496,6803.77
3137,26.5861,0.00635681,155.11,6186.74
3141,26.6104,0.00583355,150.94,7346.38
3145,26.6334,0.00542848,148.361,8483.68
3149,26.6551,0.00542848,148.361,8483.68
3153,26.6786,0.0058697,143.496,7256.19
3157,26.7013,0.00561463,144.864,7930.45
3161,26.7247,0.0060879,144.402,6745.35
3165,26.7491,0.00614893,142.992,6612.13
3169,26.7737,0.00614893,142.992,6612.13
3173,26.7966,0.00573082,154.17,7612.14
3177,26.8207,0.00610067,154.247,6717.14
3181,26.8447,0.00594167,158.528,7081.47
3185,26.8687,0.00616114,160.742,6585.94
3189,26.8934,0.00616114,160.742,6585.94
3193,26.9146,0.00530559,156.006,8881.23
3197,26.9352,0.00510012,158.329,9611.25
3201,26.9565,0.00555878,152.269,8090.59
3205,26.9785,0.00531636,153.2,8845.29
3209,26.9998,0.00531636,153.2,8845.29
3213,27.0224,0.00565376,156.218,7821.06
3217,27.0457,0.00588849,158.817,7209.95
3221,27.0699,0.0062322,155.798,6436.62
3225,27.095,0.00634244,157.336,6214.79
3229,27.1204,0.00634244,157.336,6214.79
3233,27.1433,0.005734,142.563,7603.7
3237,27.1678,0.0062572,143.116,6385.29
3241,27.1921,0.00587693,151.485,7238.35
3245,27.2151,0.00540453,144.502,8559.02
3249,27.2367,0.00540453,144.502,8559.02
3253,27.2596,0.00571061,144.164,7666.1
3257,27.2833,0.00602037,142.875,6897.53
3261,27.3078,0.00622411,146.603,6453.35
3265,27.3321,0.0056215,150.57,7911.09
3269,27.3546,0.0056215,150.57,7911.09
3273,27.3768,0.0055437,153.209,8134.68
3277,27.3998,0.0058298,153.389,7355.85
3281,27.4238,0.00615558,155.26,6597.84
3285,27.4486,0.00632834,155.601,6242.53
3289,27.4739,0.00632834,155.601,6242.53
3293,27.4987,0.0062121,160.782,6478.34
3297,27.5216,0.00554922,159.396,8118.52
3301,27.5435,0.00540596,156.61,8554.49
3305,27.5652,0.00548015,146.639,8324.46
3309,27.5871,0.00548015,146.639,8324.46
3313,27.6095,0.0055811,141.383,8026.03
3317,27.6313,0.00542097,146.552,8507.19
3321,27.6535,0.0056586,153.332,7807.68
3325,27.6762,0.00577412,158.892,7498.39
3329,27.6993,0.00577412,158.892,7498.39
3333,27.7222,0.0057258,146.189,7625.49
3337,27.7459,0.00599613,146.275,6953.41
3341,27.7689,0.00549544,148.529,8278.18
3345,27.7911,0.00569474,147.296,7708.9
3349,27.8139,0.00569474,147.296,7708.9
3353,27.8343,0.00509817,158.071,9618.6
3357,27.8554,0.00533814,153.521,8773.22
3361,27.8779,0.00594883,156.099,7064.41
3365,27.901,0.00522282,154.128,9164.93
3369,27.9219,0.00522282,154.128,9164.93
3373,27.9458,0.00596962,156.147,7015.3
3377,27.969,0.00574408,161.135,7577.02
3381,27.9929,0.00622184,158.363,6458.06
3385,28.0177,0.00611335,155.352,6689.31
3389,28.0421,0.00611335,155.352,6689.31
3393,28.0643,0.00554558,158.723,8129.15
3397,28.0868,0.00563152,153.197,7882.95
3401,28.1097,0.00584569,148.437,7315.92
3405,28.1334,0.00611445,149.88,6686.92
3409,28.1578,0.00611445,149.88,6686.92
3413,28.1821,0.00606433,152,6797.9
3417,28.2071,0.00630403,151.961,6290.77
3421,28.2302,0.00527778,155.962,8975.06
3425,28.2521,0.00606541,158.799,6795.46
3429,28.2764,0.00606541,158.799,6795.46
3433,28.3024,0.00650867,152.923,5901.41
3437,28.3271,0.00605984,152.999,6807.98
3441,28.3505,0.00564877,153.901,7834.87
3445,28.3735,0.00607476,150.606,6774.58
3449,28.3978,0.00607476,150.606,6774.58
3453,28.4203,0.0056026,155.426,7964.53
3457,28.443,0.00570686,150.454,7676.18
3461,28.4669,0.00626675,155.713,6365.84
3465,28.4916,0.00588916,149.168,7208.3
3469,28.5152,0.00588916,149.168,7208.3
3473,28.5385,0.00582469,140.859,7368.75
3477,28.5613,0.0056806,144.115,7747.32
3481,28.5851,0.00619399,152.298,6516.26
3485,28.6098,0.00612396,146.971,6666.15
3489,28.6343,0.00612396,146.971,6666.15
3493,28.6553,0.00524754,143.459,9078.82
3497,28.6775,0.0056441,147.933,7847.84
3501,28.7008,0.00603218,151.16,6870.55
3505,28.7251,0.00616009,150.393,6588.18
3509,28.7497,0.00616009,150.393,6588.18
3513,28.7718,0.00552296,146.802,8195.89
3517,28.7941,0.00560045,150.145,7970.66
3521,28.8169,0.00576368,145.235,7525.58
3525,28.8395,0.00539265,149.71,8596.79
3529,28.8611,0.00539265,149.71,8596.79
3533,28.8844,0.00581611,147.311,7390.53
3537,28.9076,0.00580844,146.377,7410.06
3541,28.9299,0.00532622,150.705,8812.54
3545,28.9518,0.00594449,142.575,7074.74
3549,28.9756,0.00594449,142.575,7074.74
3553,28.9999,0.0060699,142.655,6785.43
3557,29.0254,0.00649971,142.707,5917.68
3561,29.0492,0.00539412,145.318,8592.1
3565,29.0709,0.00546604,148.649,8367.48
3569,29.0927,0.00546604,148.649,8367.48
3573,29.1139,0.00529351,153.128,8921.79
3577,29.1374,0.00607868,153.649,6765.84
3581,29.1611,0.00573024,151.398,7613.67
3585,29.1838,0.00552832,142.076,8179.99
3589,29.2059,0.00552832,142.076,8179.99
3593,29.2298,0.00597715,141.945,6997.65
3597,29.2545,0.00622844,142.174,6444.39
3601,29.277,0.00502442,143.045,9903.02
3605,29.2975,0.00545724,145.249,8394.47
3609,29.3193,0.00545724,145.249,8394.47
3613,29.3402,0.00522153,141.883,9169.47
3617,29.3636,0.00606842,143.677,6788.74
3621,29.3884,0.00630184,143.332,6295.13
3625,29.413,0.00570452,142.216,7682.48
3629,29.4358,0.00570452,142.216,7682.48
3633,29.4606,0.00620467,147.318,6493.86
3637,29.4839,0.00568517,145.156,7734.88
3641,29.5061,0.00540848,147.106,8546.54
3645,29.5279,0.00562194,150.901,7909.83
3649,29.5504,0.00562194,150.901,7909.83
3653,29.5739,0.00588528,150.68,7217.82
3657,29.5952,0.00513044,151.149,9497.98
3661,29.6169,0.00572647,143.268,7623.7
3665,29.6402,0.00608136,149.196,6759.87
3669,29.6645,0.00608136,149.196,6759.87
3673,29.6856,0.00526252,150.669,9027.18
3677,29.7069,0.00535366,145.071,8722.46
3681,29.7282,0.00527684,147.335,8978.25
3685,29.7493,0.00531177,150.85,8860.55
3689,29.7706,0.00531177,150.85,8860.55
3693,29.7945,0.00599828,155.071,6948.44
3697,29.8176,0.00568143,142.978,7745.06
3701,29.8405,0.00576784,146.002,7514.73
3705,29.8637,0.00592222,154.598,7128.06
3709,29.8874,0.00592222,154.598,7128.06
3713,29.9111,0.00593409,160.158,7099.57
3717,29.934,0.0056434,158.363,7849.78
3721,29.9564,0.00557722,165.601,8037.19
3725,29.9789,0.00576774,164.458,7515
3729,30.002,0.00576774,164.458,7515
3733,30.0242,0.00555268,161.485,8108.4
3737,30.0469,0.00569587,161.218,7705.83
3741,30.0691,0.00544065,154.014,8445.76
3745,30.0914,0.0059136,159.041,7148.86
3749,30.115,0.0059136,159.041,7148.86
3753,30.138,0.00573995,154.228,7587.93
3757,30.1598,0.00534496,146.944,8750.86
3761,30.181,0.00526402,157.79,9022.03
3765,30.2023,0.00551418,158.113,8222.02
3769,30.2243,0.00551418,158.113,8222.02
3773,30.2488,0.00612724,153.364,6659.02
3777,30.2732,0.00607978,163.273,6763.39
3781,30.2957,0.00515861,160.913,9394.51
3785,30.3169,0.00571348,167.449,7658.4
3789,30.3397,0.00571348,167.449,7658.4
3793,30.3627,0.00574199,166.315,7582.54
3797,30.3848,0.00545931,165.889,8388.12
3801,30.4071,0.00566105,163.431,7800.91
3805,30.4297,0.00569889,173.825,7697.66
3809,30.4525,0.00569889,173.825,7697.66
3813,30.4735,0.00524322,170.098,9093.76
3817,30.4963,0.00585503,170.185,7292.59
3821,30.5186,0.00530158,152.036,8894.65
3825,30.5404,0.00583362,151.943,7346.23
3829,30.5637,0.00583362,151.943,7346.23
3833,30.584,0.00506289,156.419,9753.11
3837,30.6047,0.00523972,153.952,9105.93
3841,30.6267,0.00574025,156.465,7587.16
3845,30.6493,0.00536835,157.55,8674.79
3849,30.6708,0.00536835,157.55,8674.79
3853,30.6938,0.00574715,164.001,7568.95
3857,30.7175,0.00601442,156.959,6911.18
3861,30.7413,0.0058744,154.886,7244.57
3865,30.7646,0.00561012,152.938,7943.2
3869,30.787,0.00561012,152.938,7943.2
3873,30.8101,0.00578364,153.046,7473.73
3877,30.8331,0.00573139,152.088,7610.63
3881,30.8559,0.0056476,152.352,7838.14
3885,30.8783,0.00545513,161.052,8400.99
3889,30.9001,0.00545513,161.052,8400.99
3893,30.9206,0.00512951,164.221,9501.4
3897,30.9429,0.00571756,162.068,7647.5
3901,30.9661,0.00587341,167.874,7247.03
3905,30.9893,0.00559193,153.652,7994.98
3909,31.0116,0.00559193,153.652,7994.98
3913,31.032,0.00509354,165.35,9636.07
3917,31.0538,0.0055685,159.234,8062.37
3921,31.0771,0.00605007,154.575,6829.98
3925,31.101,0.00580661,161.012,7414.71
3929,31.1242,0.00580661,161.012,7414.71
3933,31.1473,0.00575355,153.83,7552.11
3937,31.169,0.00532995,157.183,8800.21
3941,31.1903,0.00532101,160.38,8829.82
3945,31.2123,0.00602092,163.168,6896.26
3949,31.2364,0.00602092,163.168,6896.26
3953,31.2596,0.00581549,161.9,7392.1
3957,31.2824,0.00566294,165.196,7795.72
3961,31.3051,0.00567005,172.643,7776.19
3965,31.3279,0.00575156,174.473,7557.33
3969,31.3509,0.00575156,174.473,7557.33
3973,31.3742,0.00582284,168.449,7373.43
3977,31.3972,0.00572723,167.283,7621.69
3981,31.4199,0.00565571,161.888,7815.66
3985,31.4423,0.00536382,159.675,8689.45
3989,31.4637,0.00536382,159.675,8689.45
3993,31.4852,0.00536194,164.016,8695.53
3997,31.5054,0.00496728,167.282,10132.2
4001,31.5264,0.00550953,168.232,8235.88
4005,31.5484,0.00553304,172.451,8166.07
4009,31.5706,0.00553304,172.451,8166.07
4013,31.5946,0.00601843,170.139,6901.97
4017,31.618,0.0057647,172.634,7522.92
4021,31.6411,0.00579561,176.174,7442.89
4025,31.6641,0.00566933,161.508,7778.16
4029,31.6868,0.00566933,161.508,7778.16
4033,31.709,0.0055402,163.572,8144.95
4037,31.7315,0.00566943,161.566,7777.88
4041,31.7547,0.00593489,161.459,7097.66
4045,31.778,0.00550735,165.102,8242.42
4049,31.8001,0.00550735,165.102,8242.42
4053,31.8215,0.00536581,165.189,8683
4057,31.8442,0.00575753,167.908,7541.68
4061,31.8671,0.00569827,165.13,7699.36
4065,31.8902,0.00602344,167.033,6890.5
4069,31.9143,0.00602344,167.033,6890.5
4073,31.9382,0.00596564,154.32,7024.67
4077,31.9623,0.00606557,166.834,6795.12
4081,31.9846,0.00504971,148.839,9804.08
4085,32.0054,0.005744,163.424,7577.24
4089,32.0284,0.005744,163.424,7577.24
4093,32.0516,0.00578512,161.38,7469.92
4097,32.0749,0.00584938,161.899,7306.68
4101,32.099,0.00620569,162.102,6491.72
4105,32.1239,0.00624113,147.768,6418.21
4109,32.1488,0.00624113,147.768,6418.21
4113,32.1717,0.00571984,153.608,7641.39
4117,32.194,0.00552766,151.66,8181.95
4121,32.2166,0.00574241,150.082,7581.45
4125,32.2396,0.00584227,149.444,7324.49
4129,32.263,0.00584227,149.444,7324.49
4133,32.285,0.00549692,161.558,8273.73
4137,32.3067,0.00541821,170.51,8515.84
4141,32.329,0.00571342,158.201,7658.57
4145,32.3517,0.00560979,156.324,7944.15
4149,32.3742,0.00560979,156.324,7944.15
4153,32.3962,0.00550523,160.065,8248.77
4157,32.4187,0.00565513,162.902,7817.27
4161,32.432,0.001,166.84,1e+06
4165,32.4401,0.00507465,167.161,9707.97
4169,32.4604,0.00507465,167.161,9707.97
4173,32.495,0.00866448,172.673,3330.08
