step,sim_time,dt,max_speed,max_accel
2701,40.3334,0.015,8.97567,533.794
2705,40.3934,0.015,8.95502,530.156
2709,40.4534,0.015,8.90797,526.604
2713,40.5134,0.015,8.82135,526.308
2717,40.5734,0.015,8.69232,524.118
2721,40.6334,0.015,8.57998,518.841
2725,40.6934,0.015,8.7321,517.071
2729,40.7534,0.015,8.9334,519.399
2733,40.8134,0.015,8.81361,517.125
2737,40.8734,0.015,8.46246,515.18
2741,40.9334,0.015,8.11185,508.745
2745,40.9934,0.015,7.64322,506.986
2749,41.0534,0.015,7.10347,510.143
2753,41.1134,0.015,7.08362,508.023
2757,41.1734,0.015,6.87806,505.708
2761,41.2334,0.015,6.57629,501.907
2765,41.2934,0.015,5.99524,503.193
2769,41.3534,0.015,5.13849,501.959
2773,41.4134,0.015,4.7173,503.861
2777,41.4734,0.015,4.21517,501.205
2781,41.5334,0.015,3.79233,497.623
2785,41.5934,0.015,3.42588,498.477
2789,41.6534,0.015,3.0396,494.199
2793,41.7134,0.015,2.52553,501.88
2797,41.7734,0.015,2.15037,502.021
2801,41.8334,0.015,2.20988,492.359
