sim_time,front_x,Z,T
6.92695,105.667,4.34757,4.40629
6.98449,105.667,4.34757,4.44289
7.04148,105.667,4.34757,4.47914
7.09685,105.667,4.34757,4.51437
7.15184,105.667,4.34757,4.54934
7.20588,105.667,4.34757,4.58372
7.26044,105.667,4.34757,4.61843
7.31483,105.667,4.34757,4.65303
7.36939,105.667,4.34757,4.68773
7.42774,105.667,4.34757,4.72485
7.48427,105.667,4.34757,4.76081
7.53885,105.667,4.34757,4.79553
7.59654,105.667,4.34757,4.83222
7.65491,105.667,4.34757,4.86935
7.71115,105.667,4.34757,4.90513
7.76675,105.667,4.34757,4.9405
7.82242,105.667,4.34757,4.97591
7.8792,105.667,4.34757,5.01203
7.93563,105.667,4.34757,5.04792
7.99221,105.667,4.34757,5.08392
8.05029,105.667,4.34757,5.12086
8.10653,105.667,4.34757,5.15663
8.16233,105.667,4.34757,5.19213
8.22017,105.667,4.34757,5.22892
8.27892,105.667,4.34757,5.26629
8.3379,105.667,4.34757,5.30381
8.39703,105.667,4.34757,5.34142
8.45635,105.667,4.34757,5.37916
8.51525,105.667,4.34757,5.41663
8.57482,105.667,4.34757,5.45451
8.63482,105.667,4.34757,5.49268
8.69407,105.667,4.34757,5.53038
8.75407,105.667,4.34757,5.56854
8.81407,105.667,4.34757,5.60671
8.87407,105.667,4.34757,5.64487
8.93407,105.667,4.34757,5.68304
8.99407,105.667,4.34757,5.72121
9.05407,105.667,4.34757,5.75937
9.11407,105.667,4.34757,5.79754
9.17407,105.667,4.34757,5.83571
9.23407,105.667,4.34757,5.87387
9.29407,105.667,4.34757,5.91204
9.35407,105.667,4.34757,5.95021
9.41407,105.667,4.34757,5.98837
9.47407,105.667,4.34757,6.02654
9.53407,105.667,4.34757,6.06471
9.59407,105.667,4.34757,6.10287
9.65407,105.667,4.34757,6.14104
9.71407,105.667,4.34757,6.17921
9.77407,105.667,4.34757,6.21737
9.83407,105.667,4.34757,6.25554
9.89407,105.667,4.34757,6.2937
9.95407,105.667,4.34757,6.33187
10.0141,105.667,4.34757,6.37004
10.0741,105.667,4.34757,6.4082
10.1341,105.667,4.34757,6.44637
10.1941,105.667,4.34757,6.48454
10.2541,105.667,4.34757,6.5227
10.3141,105.667,4.34757,6.56087
10.3741,105.667,4.34757,6.59904
10.4341,105.667,4.34757,6.6372
10.4941,105.667,4.34757,6.67537
10.5541,105.667,4.34757,6.71354
10.6141,105.667,4.34757,6.7517
10.6741,105.667,4.34757,6.78987
10.7341,105.667,4.34757,6.82804
10.7941,105.667,4.34757,6.8662
10.8541,105.667,4.34757,6.90437
10.9141,105.667,4.34757,6.94254
10.9741,105.667,4.34757,6.9807
11.0341,105.667,4.34757,7.01887
11.0941,105.667,4.34757,7.05703
11.1541,105.667,4.34757,7.0952
11.2141,105.667,4.34757,7.13337
11.2741,105.667,4.34757,7.17154
11.3341,105.667,4.34757,7.2097
11.3941,105.667,4.34757,7.24787
11.4541,105.667,4.34757,7.28603
11.5141,105.667,4.34757,7.3242
11.5741,105.667,4.34757,7.36237
11.6341,105.667,4.34757,7.40053
11.6941,105.667,4.34757,7.4387
11.7541,105.667,4.34757,7.47687
11.8141,105.667,4.34757,7.51503
11.8741,105.667,4.34757,7.5532
11.9341,105.667,4.34757,7.59137
11.9941,105.667,4.34757,7.62953
12.0541,105.667,4.34757,7.6677
12.1141,105.667,4.34757,7.70587
12.1741,105.667,4.34757,7.74403
12.2341,105.667,4.34757,7.7822
12.2941,105.667,4.34757,7.82037
12.3541,105.667,4.34757,7.85853
12.4141,105.667,4.34757,7.8967
12.4741,105.667,4.34757,7.93486
12.5341,105.667,4.34757,7.97303
12.5941,105.667,4.34757,8.0112
12.6541,105.667,4.34757,8.04937
12.7141,105.667,4.34757,8.08753
12.7741,105.667,4.34757,8.1257
12.8341,105.667,4.34757,8.16386
12.8941,105.667,4.34757,8.20203
12.9541,105.667,4.34757,8.2402
13.0141,105.667,4.34757,8.27836
13.0741,105.667,4.34757,8.31653
13.1341,105.667,4.34757,8.3547
13.1941,105.667,4.34757,8.39286
13.2541,105.667,4.34757,8.43103
13.3141,105.667,4.34757,8.4692
13.3741,105.667,4.34757,8.50736
13.4341,105.667,4.34757,8.54553
13.4941,105.667,4.34757,8.5837
13.5541,105.667,4.34757,8.62186
13.6141,105.667,4.34757,8.66003
13.6741,105.667,4.34757,8.6982
13.7341,105.667,4.34757,8.73636
13.7941,105.667,4.34757,8.77453
13.8541,105.667,4.34757,8.81269
13.9141,105.667,4.34757,8.85086
13.9741,105.667,4.34757,8.88903
14.0341,105.667,4.34757,8.92719
14.0941,105.667,4.34757,8.96536
14.1541,105.667,4.34757,9.00353
14.2141,105.667,4.34757,9.04169
14.2741,105.667,4.34757,9.07986
14.3333,105.667,4.34757,9.11755
14.3916,105.667,4.34757,9.15462
14.4494,105.667,4.34757,9.1914
14.5059,105.667,4.34757,9.22731
14.5628,105.667,4.34757,9.26354
14.6197,105.667,4.34757,9.29969
14.6756,105.667,4.34757,9.33525
14.733,105.667,4.34757,9.37181
14.7903,105.667,4.34757,9.40825
14.848,105.667,4.34757,9.44493
14.9074,105.667,4.34757,9.48271
14.9661,105.667,4.34757,9.52003
15.0256,105.667,4.34757,9.55793
15.0856,105.667,4.34757,9.5961
15.1452,105.667,4.34757,9.63401
15.2052,105.667,4.34757,9.67217
15.2652,105.667,4.34757,9.71034
15.3251,105.667,4.34757,9.74843
15.3851,105.667,4.34757,9.7866
15.445,105.667,4.34757,9.82469
15.505,105.667,4.34757,9.86284
15.565,105.667,4.34757,9.90101
15.6242,105.667,4.34757,9.93872
15.6834,105.667,4.34757,9.97635
15.7421,105.667,4.34757,10.0137
15.7997,105.667,4.34757,10.0503
15.8577,105.667,4.34757,10.0872
15.9157,105.667,4.34757,10.1241
15.9746,105.667,4.34757,10.1616
16.0346,105.667,4.34757,10.1998
16.0946,105.667,4.34757,10.2379
16.1546,105.667,4.34757,10.2761
16.2146,105.667,4.34757,10.3143
16.2746,105.667,4.34757,10.3524
16.3346,105.667,4.34757,10.3906
16.3946,105.667,4.34757,10.4288
16.4546,105.667,4.34757,10.4669
16.5146,105.667,4.34757,10.5051
16.5746,105.667,4.34757,10.5433
16.6346,105.667,4.34757,10.5814
16.6946,105.667,4.34757,10.6196
16.7546,105.667,4.34757,10.6578
16.8146,105.667,4.34757,10.6959
16.8746,105.667,4.34757,10.7341
16.9346,105.667,4.34757,10.7723
16.9946,105.667,4.34757,10.8104
17.0546,105.667,4.34757,10.8486
17.1146,105.667,4.34757,10.8868
17.1746,105.667,4.34757,10.9249
17.2346,105.667,4.34757,10.9631
17.2946,105.667,4.34757,11.0013
17.3546,105.667,4.34757,11.0394
17.4146,105.667,4.34757,11.0776
17.4746,105.667,4.34757,11.1158
17.5346,105.667,4.34757,11.1539
17.5946,105.667,4.34757,11.1921
17.6546,105.667,4.34757,11.2303
17.7146,105.667,4.34757,11.2684
17.7746,105.667,4.34757,11.3066
17.8346,105.667,4.34757,11.3448
17.8946,105.667,4.34757,11.3829
17.9546,105.667,4.34757,11.4211
18.0146,105.667,4.34757,11.4593
18.0746,105.667,4.34757,11.4974
18.1346,105.667,4.34757,11.5356
18.1946,105.667,4.34757,11.5738
18.2546,105.667,4.34757,11.6119
18.3146,105.667,4.34757,11.6501
18.3746,105.667,4.34757,11.6883
18.4346,105.667,4.34757,11.7264
18.4946,105.667,4.34757,11.7646
18.5546,105.667,4.34757,11.8028
18.6146,105.667,4.34757,11.8409
18.6746,105.667,4.34757,11.8791
18.7346,105.667,4.34757,11.9173
18.7946,105.667,4.34757,11.9554
18.8546,105.667,4.34757,11.9936
18.9146,105.667,4.34757,12.0318
18.9746,105.667,4.34757,12.0699
19.0346,105.667,4.34757,12.1081
19.0946,105.667,4.34757,12.1463
19.1546,105.667,4.34757,12.1844
19.2146,105.667,4.34757,12.2226
19.2746,105.667,4.34757,12.2608
19.3346,105.667,4.34757,12.2989
19.3946,105.667,4.34757,12.3371
19.4546,105.667,4.34757,12.3753
19.5146,105.667,4.34757,12.4134
19.5746,105.667,4.34757,12.4516
19.6346,105.667,4.34757,12.4898
19.6946,105.667,4.34757,12.5279
19.7546,105.667,4.34757,12.5661
19.8146,105.667,4.34757,12.6043
19.8746,105.667,4.34757,12.6424
19.9346,105.667,4.34757,12.6806
19.9946,105.667,4.34757,12.7188
20.0546,105.667,4.34757,12.7569
20.1146,105.667,4.34757,12.7951
20.1746,105.667,4.34757,12.8333
20.2346,105.667,4.34757,12.8714
20.2946,105.667,4.34757,12.9096
20.3546,105.667,4.34757,12.9477
20.4146,105.667,4.34757,12.9859
20.4746,105.667,4.34757,13.0241
20.5346,105.667,4.34757,13.0622
20.5946,105.667,4.34757,13.1004
20.6546,105.667,4.34757,13.1386
20.7146,105.667,4.34757,13.1767
20.7746,105.667,4.34757,13.2149
20.8346,105.667,4.34757,13.2531
20.8946,105.667,4.34757,13.2912
20.9546,105.667,4.34757,13.3294
21.0146,105.667,4.34757,13.3676
21.0746,105.667,4.34757,13.4057
21.1346,105.667,4.34757,13.4439
21.1946,105.667,4.34757,13.4821
21.2546,105.667,4.34757,13.5202
21.3146,105.667,4.34757,13.5584
21.3746,105.667,4.34757,13.5966
21.4346,105.667,4.34757,13.6347
21.4946,105.667,4.34757,13.6729
21.5546,105.667,4.34757,13.7111
21.6146,105.667,4.34757,13.7492
21.6746,105.667,4.34757,13.7874
21.7346,105.667,4.34757,13.8256
21.7946,105.667,4.34757,13.8637
21.8546,105.667,4.34757,13.9019
21.9146,105.667,4.34757,13.9401
21.9746,105.667,4.34757,13.9782
22.0346,105.667,4.34757,14.0164
22.0946,105.667,4.34757,14.0546
22.1546,105.667,4.34757,14.0927
22.2146,105.667,4.34757,14.1309
22.2746,105.667,4.34757,14.1691
22.3346,105.667,4.34757,14.2072
22.3946,105.667,4.34757,14.2454
22.4546,105.667,4.34757,14.2836
22.5146,105.667,4.34757,14.3217
22.5746,105.667,4.34757,14.3599
22.6346,105.667,4.34757,14.3981
22.6946,105.667,4.34757,14.4362
22.7546,105.667,4.34757,14.4744
22.8146,105.667,4.34757,14.5126
22.8746,105.667,4.34757,14.5507
22.9346,105.667,4.34757,14.5889
22.9946,105.667,4.34757,14.6271
23.0546,105.667,4.34757,14.6652
23.1146,105.667,4.34757,14.7034
23.1746,105.667,4.34757,14.7416
23.2346,105.667,4.34757,14.7797
23.2946,105.667,4.34757,14.8179
23.3546,105.667,4.34757,14.8561
23.4146,105.667,4.34757,14.8942
23.4746,105.667,4.34757,14.9324
23.5346,105.667,4.34757,14.9706
23.5946,105.667,4.34757,15.0087
23.6546,105.667,4.34757,15.0469
23.7146,105.667,4.34757,15.0851
23.7746,105.667,4.34757,15.1232
23.8346,105.667,4.34757,15.1614
23.8946,105.667,4.34757,15.1996
23.9546,105.667,4.34757,15.2377
24.0146,105.667,4.34757,15.2759
24.0746,105.667,4.34757,15.3141
24.1346,105.667,4.34757,15.3522
24.1946,105.667,4.34757,15.3904
24.2546,105.667,4.34757,15.4286
24.3146,105.667,4.34757,15.4667
24.3746,105.667,4.34757,15.5049
24.4346,105.667,4.34757,15.5431
24.4946,105.667,4.34757,15.5812
24.5546,105.667,4.34757,15.6194
24.6146,105.667,4.34757,15.6576
24.6746,105.667,4.34757,15.6957
24.7346,105.667,4.34757,15.7339
24.7946,105.667,4.34757,15.7721
24.8546,105.667,4.34757,15.8102
24.9146,105.667,4.34757,15.8484
24.9746,105.667,4.34757,15.8866
25.0346,105.667,4.34757,15.9247
25.0946,105.667,4.34757,15.9629
25.1546,105.667,4.34757,16.0011
25.2146,105.667,4.34757,16.0392
25.2746,105.667,4.34757,16.0774
25.3346,105.667,4.34757,16.1156
25.3946,105.667,4.34757,16.1537
25.4546,105.667,4.34757,16.1919
25.5146,105.667,4.34757,16.2301
25.5746,105.667,4.34757,16.2682
25.6346,105.667,4.34757,16.3064
25.6946,105.667,4.34757,16.3446
25.7546,105.667,4.34757,16.3827
25.8146,105.667,4.34757,16.4209
25.8746,105.667,4.34757,16.4591
25.9346,105.667,4.34757,16.4972
25.9946,105.667,4.34757,16.5354
26.0546,105.667,4.34757,16.5736
26.1146,105.667,4.34757,16.6117
26.1746,105.667,4.34757,16.6499
26.2346,105.667,4.34757,16.6881
26.2946,105.667,4.34757,16.7262
26.3546,105.667,4.34757,16.7644
26.4146,105.667,4.34757,16.8026
26.4746,105.667,4.34757,16.8407
26.5346,105.667,4.34757,16.8789
26.5946,105.667,4.34757,16.9171
26.6546,105.667,4.34757,16.9552
26.7146,105.667,4.34757,16.9934
26.7746,105.667,4.34757,17.0316
26.8346,105.667,4.34757,17.0697
26.8946,105.667,4.34757,17.1079
26.9546,105.667,4.34757,17.1461
27.0146,105.667,4.34757,17.1842
27.0746,105.667,4.34757,17.2224
27.1346,105.667,4.34757,17.2606
27.1946,105.667,4.34757,17.2987
27.2546,105.667,4.34757,17.3369
27.3146,105.667,4.34757,17.3751
27.3746,105.667,4.34757,17.4132
27.4346,105.667,4.34757,17.4514
27.4946,105.667,4.34757,17.4896
27.5546,105.667,4.34757,17.5277
27.6146,105.667,4.34757,17.5659
27.6746,105.667,4.34757,17.6041
27.7346,105.667,4.34757,17.6422
27.7946,105.667,4.34757,17.6804
27.8546,105.667,4.34757,17.7186
27.9146,105.667,4.34757,17.7567
27.9746,105.667,4.34757,17.7949
28.0346,105.667,4.34757,17.8331
28.0946,105.667,4.34757,17.8712
28.1546,105.667,4.34757,17.9094
28.2146,105.667,4.34757,17.9476
28.2746,105.667,4.34757,17.9857
28.3346,105.667,4.34757,18.0239
28.3946,105.667,4.34757,18.0621
28.4546,105.667,4.34757,18.1002
28.5146,105.667,4.34757,18.1384
28.5746,105.667,4.34757,18.1766
28.6346,105.667,4.34757,18.2147
28.6946,105.667,4.34757,18.2529
28.7546,105.667,4.34757,18.2911
28.8146,105.667,4.34757,18.3292
28.8746,105.667,4.34757,18.3674
28.9346,105.667,4.34757,18.4056
28.9946,105.667,4.34757,18.4437
29.0546,105.667,4.34757,18.4819
29.1146,105.667,4.34757,18.5201
29.1746,105.667,4.34757,18.5582
29.2346,105.667,4.34757,18.5964
29.2946,105.667,4.34757,18.6346
29.3546,105.667,4.34757,18.6727
29.4146,105.667,4.34757,18.7109
29.4746,105.667,4.34757,18.7491
29.5346,105.667,4.34757,18.7872
29.5946,105.667,4.34757,18.8254
29.6546,105.667,4.34757,18.8636
29.7146,105.667,4.34757,18.9017
29.7746,105.667,4.34757,18.9399
29.8346,105.667,4.34757,18.9781
29.8946,105.667,4.34757,19.0162
29.9546,105.667,4.34757,19.0544
30.0146,105.667,4.34757,19.0926
30.0746,105.667,4.34757,19.1307
30.1346,105.667,4.34757,19.1689
30.1946,105.667,4.34757,19.2071
30.2546,105.667,4.34757,19.2452
30.3146,105.667,4.34757,19.2834
30.3746,105.667,4.34757,19.3216
30.4346,105.667,4.34757,19.3597
30.4946,105.667,4.34757,19.3979
30.5546,105.667,4.34757,19.4361
30.6146,105.667,4.34757,19.4742
30.6746,105.667,4.34757,19.5124
30.7346,105.667,4.34757,19.5506
30.7946,105.667,4.34757,19.5887
30.8546,105.667,4.34757,19.6269
30.9146,105.667,4.34757,19.6651
30.9746,105.667,4.34757,19.7032
31.0346,105.667,4.34757,19.7414
31.0946,105.667,4.34757,19.7796
31.1546,105.667,4.34757,19.8177
31.2146,105.667,4.34757,19.8559
31.2746,105.667,4.34757,19.8941
31.3346,105.667,4.34757,19.9322
31.3946,105.667,4.34757,19.9704
31.4546,105.667,4.34757,20.0086
31.5146,105.667,4.34757,20.0467
31.5746,105.667,4.34757,20.0849
31.6346,105.667,4.34757,20.1231
31.6946,105.667,4.34757,20.1612
31.7546,105.667,4.34757,20.1994
31.8146,105.667,4.34757,20.2376
31.8746,105.667,4.34757,20.2757
31.9346,105.667,4.34757,20.3139
31.9946,105.667,4.34757,20.3521
32.0546,105.667,4.34757,20.3902
32.1146,105.667,4.34757,20.4284
32.1746,105.667,4.34757,20.4666
32.2346,105.667,4.34757,20.5047
32.2946,105.667,4.34757,20.5429
32.3546,105.667,4.34757,20.5811
32.4146,105.667,4.34757,20.6192
32.4746,105.667,4.34757,20.6574
32.5346,105.667,4.34757,20.6956
32.5946,105.667,4.34757,20.7337
32.6546,105.667,4.34757,20.7719
32.7146,105.667,4.34757,20.8101
32.7746,105.667,4.34757,20.8482
32.8346,105.667,4.34757,20.8864
32.8946,105.667,4.34757,20.9246
32.9546,105.667,4.34757,20.9627
33.0146,105.667,4.34757,21.0009
33.0746,105.667,4.34757,21.0391
33.1346,105.667,4.34757,21.0772
33.1946,105.667,4.34757,21.1154
33.2546,105.667,4.34757,21.1536
33.3146,105.667,4.34757,21.1917
33.3746,105.034,4.33453,21.2299
33.4346,105.032,4.33449,21.2681
33.4946,105.033,4.3345,21.3062
33.5546,105.037,4.33459,21.3444
33.6146,105.04,4.33466,21.3826
33.6746,105.042,4.33469,21.4207
33.7346,105.045,4.33475,21.4589
33.7946,105.048,4.33481,21.497
33.8546,105.046,4.33478,21.5352
33.9146,105.045,4.33476,21.5734
33.9746,105.048,4.33482,21.6115
34.0346,105.053,4.33492,21.6497
34.0946,105.054,4.33494,21.6879
34.1546,105.053,4.33492,21.726
34.2146,105.667,4.34757,21.7642
34.2746,105.667,4.34757,21.8024
34.3346,105.667,4.34757,21.8405
34.3946,105.667,4.34757,21.8787
34.4546,105.667,4.34757,21.9169
34.5146,105.667,4.34757,21.955
34.5746,105.667,4.34757,21.9932
34.6346,105.667,4.34757,22.0314
34.6946,105.667,4.34757,22.0695
34.7546,105.667,4.34757,22.1077
34.8146,105.667,4.34757,22.1459
34.8746,105.667,4.34757,22.184
34.9346,105.667,4.34757,22.2222
34.9946,105.667,4.34757,22.2604
35.0546,105.667,4.34757,22.2985
35.1146,105.667,4.34757,22.3367
35.1746,105.667,4.34757,22.3749
35.2346,105.667,4.34757,22.413
35.2946,105.667,4.34757,22.4512
35.3546,105.667,4.34757,22.4894
35.4146,105.667,4.34757,22.5275
35.4746,105.667,4.34757,22.5657
35.5346,105.667,4.34757,22.6039
35.5946,105.667,4.34757,22.642
35.6546,105.667,4.34757,22.6802
35.7146,105.667,4.34757,22.7184
35.7746,105.667,4.34757,22.7565
35.8346,105.667,4.34757,22.7947
35.8946,105.667,4.34757,22.8329
35.9546,105.667,4.34757,22.871
36.0146,105.667,4.34757,22.9092
36.0746,105.667,4.34757,22.9474
36.1346,105.667,4.34757,22.9855
36.1946,105.667,4.34757,23.0237
36.2546,105.667,4.34757,23.0619
36.3146,105.667,4.34757,23.1
36.3746,105.667,4.34757,23.1382
36.4346,105.667,4.34757,23.1764
36.4946,105.667,4.34757,23.2145
36.5546,105.667,4.34757,23.2527
36.6146,105.667,4.34757,23.2909
36.6746,105.667,4.34757,23.329
36.7346,105.667,4.34757,23.3672
36.7946,105.667,4.34757,23.4054
36.8546,105.667,4.34757,23.4435
36.9146,105.667,4.34757,23.4817
36.9746,105.667,4.34757,23.5199
37.0346,105.667,4.34757,23.558
37.0946,105.667,4.34757,23.5962
37.1546,105.667,4.34757,23.6344
37.2146,105.667,4.34757,23.6725
37.2746,105.667,4.34757,23.7107
37.3346,105.667,4.34757,23.7489
37.3946,105.667,4.34757,23.787
37.4546,105.667,4.34757,23.8252
37.5146,105.667,4.34757,23.8634
37.5746,105.667,4.34757,23.9015
37.6346,105.667,4.34757,23.9397
37.6946,105.667,4.34757,23.9779
37.7546,105.667,4.34757,24.016
37.8146,105.667,4.34757,24.0542
37.8746,105.667,4.34757,24.0924
37.9346,105.667,4.34757,24.1305
37.9946,105.667,4.34757,24.1687
38.0546,105.667,4.34757,24.2069
38.1146,105.667,4.34757,24.245
38.1746,105.667,4.34757,24.2832
38.2346,105.667,4.34757,24.3214
38.2946,105.667,4.34757,24.3595
38.3546,105.667,4.34757,24.3977
38.4146,105.667,4.34757,24.4359
38.4746,105.667,4.34757,24.474
38.5346,105.667,4.34757,24.5122
38.5946,105.667,4.34757,24.5504
38.6546,105.667,4.34757,24.5885
38.7146,105.667,4.34757,24.6267
38.7746,105.667,4.34757,24.6649
38.8346,105.667,4.34757,24.703
38.8946,105.667,4.34757,24.7412
38.9546,105.667,4.34757,24.7794
39.0146,105.667,4.34757,24.8175
39.0746,105.667,4.34757,24.8557
39.1346,105.667,4.34757,24.8939
39.1946,105.667,4.34757,24.932
39.2546,105.667,4.34757,24.9702
39.3146,105.667,4.34757,25.0084
39.3746,105.667,4.34757,25.0465
39.4346,105.667,4.34757,25.0847
39.4946,105.667,4.34757,25.1229
39.5546,105.667,4.34757,25.161
39.6146,105.667,4.34757,25.1992
39.6746,105.667,4.34757,25.2374
39.7346,105.667,4.34757,25.2755
39.7946,105.667,4.34757,25.3137
39.8546,105.667,4.34757,25.3519
39.9146,105.667,4.34757,25.39
39.9746,105.667,4.34757,25.4282
40.0346,105.667,4.34757,25.4664
40.0946,105.667,4.34757,25.5045
40.1546,105.667,4.34757,25.5427
40.2146,105.667,4.34757,25.5809
40.2746,105.667,4.34757,25.619
40.3346,105.667,4.34757,25.6572
40.3946,105.667,4.34757,25.6954
40.4546,105.667,4.34757,25.7335
40.5146,105.667,4.34757,25.7717
40.5746,105.667,4.34757,25.8099
40.6346,105.667,4.34757,25.848
40.6946,105.667,4.34757,25.8862
40.7546,105.667,4.34757,25.9244
40.8146,105.667,4.34757,25.9625
40.8746,105.667,4.34757,26.0007
40.9346,105.667,4.34757,26.0389
40.9946,105.667,4.34757,26.077
41.0546,105.667,4.34757,26.1152
41.1146,105.667,4.34757,26.1534
41.1746,105.667,4.34757,26.1915
41.2346,105.667,4.34757,26.2297
41.2946,105.667,4.34757,26.2679
41.3546,105.667,4.34757,26.306
41.4146,105.667,4.34757,26.3442
41.4746,105.667,4.34757,26.3824
41.5346,105.667,4.34757,26.4205
41.5946,105.667,4.34757,26.4587
41.6546,105.667,4.34757,26.4969
41.7146,105.667,4.34757,26.535
41.7746,105.667,4.34757,26.5732
41.8346,105.667,4.34757,26.6114
41.8946,105.667,4.34757,26.6495
41.9546,105.667,4.34757,26.6877
42.0146,105.667,4.34757,26.7259
42.0746,105.667,4.34757,26.764
42.1346,105.667,4.34757,26.8022
42.1946,105.667,4.34757,26.8404
42.2546,105.667,4.34757,26.8785
42.3146,105.667,4.34757,26.9167
42.3746,105.667,4.34757,26.9549
42.4346,105.667,4.34757,26.993
42.4946,105.667,4.34757,27.0312
42.5546,105.667,4.34757,27.0694
42.6146,105.667,4.34757,27.1075
42.6746,105.667,4.34757,27.1457
42.7346,105.667,4.34757,27.1839
42.7946,105.667,4.34757,27.222
42.8546,105.667,4.34757,27.2602
42.9146,105.667,4.34757,27.2984
42.9746,105.667,4.34757,27.3365
43.0346,105.667,4.34757,27.3747
43.0946,105.667,4.34757,27.4129
43.1546,105.667,4.34757,27.451
43.2146,105.667,4.34757,27.4892
43.2746,105.667,4.34757,27.5274
43.3346,105.667,4.34757,27.5655
43.3946,105.667,4.34757,27.6037
43.4546,105.667,4.34757,27.6419
43.5146,105.667,4.34757,27.68
43.5746,105.667,4.34757,27.7182
43.6346,105.667,4.34757,27.7564
43.6946,105.667,4.34757,27.7945
