sim_time,front_x,Z,T
20.5941,105.667,4.34757,13.1001
20.6541,105.667,4.34757,13.1383
20.7141,105.667,4.34757,13.1764
20.7741,105.667,4.34757,13.2146
20.8341,105.667,4.34757,13.2528
20.8941,105.667,4.34757,13.2909
20.9541,105.667,4.34757,13.3291
21.0141,105.667,4.34757,13.3673
21.0741,105.667,4.34757,13.4054
21.1341,105.667,4.34757,13.4436
21.1941,105.667,4.34757,13.4818
21.2541,105.667,4.34757,13.5199
21.3141,105.667,4.34757,13.5581
21.3741,105.667,4.34757,13.5963
21.4341,105.667,4.34757,13.6344
21.4941,105.667,4.34757,13.6726
21.5541,105.667,4.34757,13.7107
21.6141,105.667,4.34757,13.7489
21.6741,105.667,4.34757,13.7871
21.7341,105.667,4.34757,13.8252
21.7941,105.667,4.34757,13.8634
21.8541,105.667,4.34757,13.9016
21.9141,105.667,4.34757,13.9397
21.9741,105.667,4.34757,13.9779
22.0341,105.667,4.34757,14.0161
22.0941,105.667,4.34757,14.0542
22.1541,105.667,4.34757,14.0924
22.2141,105.667,4.34757,14.1306
22.2741,105.667,4.34757,14.1687
22.3341,105.667,4.34757,14.2069
22.3941,105.667,4.34757,14.2451
22.4541,105.667,4.34757,14.2832
22.5141,105.667,4.34757,14.3214
22.5741,105.667,4.34757,14.3596
22.6341,105.667,4.34757,14.3977
22.6941,105.667,4.34757,14.4359
22.7541,105.667,4.34757,14.4741
22.8141,105.667,4.34757,14.5122
22.8741,105.667,4.34757,14.5504
22.9341,105.667,4.34757,14.5886
22.9941,105.667,4.34757,14.6267
23.0541,105.667,4.34757,14.6649
23.1141,105.667,4.34757,14.7031
23.1741,105.667,4.34757,14.7412
23.2341,105.667,4.34757,14.7794
23.2941,105.667,4.34757,14.8176
23.3541,105.667,4.34757,14.8557
23.4141,105.667,4.34757,14.8939
23.4741,105.667,4.34757,14.9321
23.5341,105.667,4.34757,14.9702
23.5941,105.667,4.34757,15.0084
23.6541,105.667,4.34757,15.0466
23.7141,105.667,4.34757,15.0847
23.7741,105.667,4.34757,15.1229
23.8341,105.667,4.34757,15.1611
23.8941,105.667,4.34757,15.1992
23.9541,105.667,4.34757,15.2374
24.0141,105.667,4.34757,15.2756
24.0741,105.667,4.34757,15.3137
24.1341,105.667,4.34757,15.3519
24.1941,105.667,4.34757,15.3901
24.2541,105.667,4.34757,15.4282
24.3141,105.667,4.34757,15.4664
24.3741,105.667,4.34757,15.5046
24.4341,105.667,4.34757,15.5427
24.4941,105.667,4.34757,15.5809
24.5541,105.667,4.34757,15.6191
24.6141,105.667,4.34757,15.6572
24.6741,105.667,4.34757,15.6954
24.7341,105.667,4.34757,15.7336
24.7941,105.667,4.34757,15.7717
24.8541,105.667,4.34757,15.8099
24.9141,105.667,4.34757,15.8481
24.9741,105.667,4.34757,15.8862
25.0341,105.667,4.34757,15.9244
25.0941,105.667,4.34757,15.9626
25.1541,105.667,4.34757,16.0007
25.2141,105.667,4.34757,16.0389
25.2741,105.667,4.34757,16.0771
25.3341,105.667,4.34757,16.1152
25.3941,105.667,4.34757,16.1534
25.4541,105.667,4.34757,16.1916
25.5141,105.667,4.34757,16.2297
25.5741,105.667,4.34757,16.2679
25.6341,105.667,4.34757,16.3061
25.6941,105.667,4.34757,16.3442
25.7541,105.667,4.34757,16.3824
25.8141,105.667,4.34757,16.4206
25.8741,105.667,4.34757,16.4587
25.9341,105.667,4.34757,16.4969
25.9941,105.667,4.34757,16.5351
26.0541,105.667,4.34757,16.5732
26.1141,105.667,4.34757,16.6114
26.1741,105.667,4.34757,16.6496
26.2341,105.667,4.34757,16.6877
26.2941,105.667,4.34757,16.7259
26.3541,105.667,4.34757,16.7641
26.4141,105.667,4.34757,16.8022
26.4741,105.667,4.34757,16.8404
26.5341,105.667,4.34757,16.8786
26.5941,105.667,4.34757,16.9167
26.6541,105.667,4.34757,16.9549
26.7141,105.667,4.34757,16.9931
26.7741,105.667,4.34757,17.0312
26.8341,105.667,4.34757,17.0694
26.8941,105.667,4.34757,17.1076
26.9541,105.667,4.34757,17.1457
27.0141,105.667,4.34757,17.1839
27.0741,105.667,4.34757,17.2221
27.1341,105.667,4.34757,17.2602
