sim_time,accel_med,speed_med
30.0020,7705.830,157.7900
30.0242,7705.830,158.1130
30.0469,7705.830,158.1130
30.0691,7705.830,158.3630
30.0914,7697.660,159.0410
30.1150,7697.660,159.0410
30.1380,7697.660,160.1580
30.1598,7697.660,160.9130
30.1810,7697.660,160.9130
30.2023,7697.660,160.9130
30.2243,7697.660,160.9130
30.2488,7697.660,160.9130
30.2732,7705.830,160.9130
30.2957,7697.660,160.9130
30.3169,7697.660,159.0410
30.3397,7705.830,159.0410
30.3627,7705.830,159.0410
30.3848,7697.660,158.1130
30.4071,7697.660,158.1130
30.4297,7697.660,158.1130
30.4525,7697.660,157.7900
30.4735,7697.660,157.5500
30.4963,7697.660,157.5500
30.5186,7697.660,157.5500
30.5404,7697.660,157.5500
30.5637,7697.660,157.5500
30.5840,7697.660,157.5500
30.6047,7697.660,160.9130
30.6267,7697.660,160.9130
30.6493,7697.660,157.5500
30.6708,7800.910,157.5500
30.6938,7838.140,157.5500
30.7175,7943.200,157.5500
30.7413,7838.140,156.9590
30.7646,7838.140,156.9590
30.7870,7838.140,156.9590
30.8101,7838.140,156.4650
30.8331,7838.140,156.4650
30.8559,7943.200,156.4650
30.8783,7838.140,156.9590
30.9001,7838.140,157.1830
30.9206,7838.140,157.5500
30.9429,7795.720,157.5500
30.9661,7776.190,159.2340
30.9893,7776.190,160.3800
31.0116,7647.500,161.0120
31.0320,7610.630,161.0120
31.0538,7621.690,161.0120
31.0771,7647.500,161.0520
31.1010,7776.190,161.0520
31.1242,7776.190,161.0520
31.1473,7776.190,161.0520
31.1690,7795.720,161.8880
31.1903,7815.660,161.9000
31.2123,7815.660,162.0680
31.2364,7815.660,163.1680
31.2596,7795.720,163.1680
31.2824,7776.190,163.1680
31.3051,7776.190,164.0160
31.3279,7778.160,163.1680
31.3509,7778.160,163.1680
31.3742,7778.160,163.5720
31.3972,7777.880,163.1680
31.4199,7776.190,163.1680
31.4423,7777.880,163.5720
31.4637,7778.160,164.0160
31.4852,7778.160,165.1020
31.5054,7778.160,165.1020
31.5264,7778.160,165.1300
31.5484,7777.880,165.1890
31.5706,7777.880,165.1960
31.5946,7777.880,165.1960
31.6180,7777.880,166.8340
31.6411,7777.880,166.8340
31.6641,7777.880,165.1890
31.6868,7777.880,165.1300
31.7090,7777.880,165.1020
31.7315,7777.880,165.1020
31.7547,7777.880,164.0160
31.7780,7699.360,164.0160
31.8001,7577.240,164.0160
31.8215,7577.240,164.0160
31.8442,7577.240,163.5720
31.8671,7577.240,163.4240
31.8902,7577.240,163.4240
31.9143,7541.680,162.1020
31.9382,7541.680,161.8990
31.9623,7577.240,161.8990
31.9846,7577.240,161.5660
32.0054,7581.450,161.5580
32.0284,7581.450,161.5580
32.0516,7581.450,161.5580
32.0749,7581.450,161.5580
32.0990,7581.450,161.5580
32.1239,7641.390,161.8990
32.1488,7641.390,161.8990
32.1717,7581.450,161.8990
32.1940,7579.345,161.7285
32.2166,7581.450,161.5580
32.2396,7579.345,161.4690
32.2630,7581.450,161.3800
32.2850,7611.420,160.7225
32.3067,7641.390,161.3800
32.3290,7649.980,160.7225
32.3517,7641.390,161.3800
32.3742,7649.980,160.7225
32.3962,7658.570,160.0650
32.4187,7737.920,159.1330
32.4320,7817.270,158.2010
32.4401,7880.710,157.2625
32.4604,7944.150,158.2010
32.4950,7944.150,159.1330
