sim_time,front_x,Z,T
6.72247,105.649,4.34721,4.27622
6.77097,105.667,4.34757,4.30707
6.81936,105.667,4.34757,4.33785
6.86699,105.667,4.34757,4.36815
6.91481,105.664,4.34752,4.39857
6.96066,105.667,4.34757,4.42774
7.00898,105.667,4.34757,4.45847
7.06021,105.635,4.34692,4.49106
7.11083,105.667,4.34757,4.52326
7.16429,105.519,4.34454,4.55727
7.21529,105.509,4.34433,4.5897
7.26307,105.435,4.34279,4.6201
7.31009,105.64,4.34702,4.65001
7.35894,105.352,4.34109,4.68108
7.40903,105.244,4.33885,4.71295
7.46154,105.447,4.34305,4.74635
7.5139,105.623,4.34667,4.77966
7.56391,105.656,4.34736,4.81147
7.61459,105.633,4.34688,4.8437
7.66532,105.532,4.34479,4.87597
7.71474,105.409,4.34226,4.90741
7.76477,105.611,4.34643,4.93924
7.81609,105.644,4.3471,4.97188
7.86704,105.647,4.34716,5.00429
7.91866,105.667,4.34757,5.03713
7.96981,105.621,4.34662,5.06966
8.02269,105.667,4.34757,5.1033
8.0736,105.399,4.34204,5.13568
8.12438,105.499,4.34411,5.16799
8.17797,105.634,4.3469,5.20208
8.23012,105.641,4.34704,5.23525
8.28252,105.632,4.34686,5.26858
8.3335,105.636,4.34694,5.30101
8.3858,105.637,4.34696,5.33428
8.43933,105.667,4.34757,5.36833
8.49198,105.667,4.34757,5.40182
8.5454,105.662,4.34747,5.4358
8.5967,105.667,4.34757,5.46844
8.65033,105.667,4.34757,5.50255
8.70749,105.465,4.34341,5.53891
8.76377,105.667,4.34757,5.57471
8.8185,105.636,4.34694,5.60952
8.873,105.667,4.34757,5.64419
8.92654,105.643,4.34708,5.67825
8.97896,105.646,4.34714,5.71159
9.03134,105.596,4.34612,5.74491
9.08645,105.667,4.34757,5.77997
9.13994,105.667,4.34757,5.81399
9.19244,105.632,4.34685,5.84739
9.24741,105.667,4.34757,5.88236
9.30312,105.667,4.34757,5.91779
9.36089,105.667,4.34757,5.95455
9.41875,105.533,4.34481,5.99135
9.47828,105.617,4.34655,6.02921
9.53828,105.667,4.34757,6.06738
9.59632,105.667,4.34757,6.1043
9.65609,105.555,4.34528,6.14232
9.71593,105.444,4.34299,6.18039
9.77584,105.51,4.34434,6.2185
9.83584,105.428,4.34266,6.25666
9.89584,105.429,4.34267,6.29483
9.95584,105.587,4.34593,6.333
10.0158,105.416,4.34241,6.37116
10.0758,105.667,4.34757,6.40933
10.1358,105.667,4.34757,6.4475
10.1958,105.667,4.34757,6.48566
10.2558,105.667,4.34757,6.52383
10.3158,105.667,4.34757,6.562
10.3758,105.667,4.34757,6.60016
10.4358,105.607,4.34633,6.63833
10.4958,105.489,4.34392,6.6765
10.5558,105.371,4.34149,6.71466
10.6158,105.247,4.33892,6.75283
10.6758,105.361,4.34127,6.79099
10.7358,105.449,4.34308,6.82916
10.7958,105.282,4.33965,6.86733
10.8558,105.248,4.33895,6.90549
10.9158,105.422,4.34252,6.94366
10.9758,105.384,4.34174,6.98183
11.0358,105.612,4.34645,7.01999
11.0958,105.667,4.34757,7.05816
11.1558,105.424,4.34257,7.09633
11.2158,105.316,4.34034,7.13449
11.2758,105.466,4.34344,7.17266
11.3358,105.667,4.34757,7.21083
11.3958,105.667,4.34757,7.24899
11.4558,105.667,4.34757,7.28716
11.5158,105.429,4.34266,7.32533
11.5758,105.667,4.34757,7.36349
11.6358,105.658,4.34739,7.40166
11.6958,105.662,4.34747,7.43983
11.7558,105.539,4.34494,7.47799
11.8158,105.443,4.34296,7.51616
11.8758,105.66,4.34744,7.55433
11.9358,105.615,4.34652,7.59249
11.9958,105.633,4.34689,7.63066
12.0558,105.644,4.3471,7.66882
12.1158,105.662,4.34749,7.70699
12.1758,105.626,4.34674,7.74516
12.2358,105.637,4.34697,7.78332
12.2958,105.658,4.3474,7.82149
12.3558,105.604,4.34628,7.85966
12.4158,105.495,4.34404,7.89782
12.4758,105.568,4.34554,7.93599
12.5358,105.598,4.34617,7.97416
12.5958,105.478,4.34368,8.01232
12.6558,105.429,4.34267,8.05049
12.7158,105.534,4.34485,8.08866
12.7758,105.594,4.34608,8.12682
12.8358,105.518,4.3445,8.16499
12.8958,105.489,4.34392,8.20316
12.9558,105.619,4.34659,8.24132
13.0158,105.628,4.34677,8.27949
13.0758,105.499,4.34411,8.31766
13.1358,105.5,4.34414,8.35582
13.1958,105.581,4.3458,8.39399
13.2558,105.667,4.34757,8.43216
13.3158,105.667,4.34757,8.47032
13.3758,105.667,4.34757,8.50849
13.4358,105.667,4.34757,8.54665
13.4958,105.667,4.34757,8.58482
13.5558,105.667,4.34757,8.62299
13.6158,105.667,4.34757,8.66115
13.6758,105.667,4.34757,8.69932
13.7358,105.667,4.34757,8.73749
13.7958,105.667,4.34757,8.77565
13.8558,105.667,4.34757,8.81382
13.9158,105.667,4.34757,8.85199
13.9758,105.667,4.34757,8.89015
14.0358,105.667,4.34757,8.92832
14.0958,105.667,4.34757,8.96649
14.1558,105.667,4.34757,9.00465
14.2158,105.667,4.34757,9.04282
14.2758,105.667,4.34757,9.08099
14.3358,105.667,4.34757,9.11915
14.3931,105.667,4.34757,9.15558
14.4479,105.667,4.34757,9.19044
14.5011,105.667,4.34757,9.22429
14.5553,105.667,4.34757,9.25876
14.6107,105.667,4.34757,9.29397
14.6633,105.667,4.34757,9.32746
14.7102,105.667,4.34757,9.35729
14.7566,105.667,4.34757,9.38683
14.8024,105.667,4.34757,9.41595
14.8446,105.667,4.34757,9.44277
14.8893,105.667,4.34757,9.47124
14.9394,105.667,4.34757,9.5031
14.9885,105.667,4.34757,9.53429
15.0359,105.667,4.34757,9.56449
15.0876,105.667,4.34757,9.59737
15.139,105.667,4.34757,9.63005
15.1879,105.667,4.34757,9.66118
15.2422,105.667,4.34757,9.69567
15.2982,105.667,4.34757,9.73132
15.3543,105.667,4.34757,9.76698
15.4109,105.667,4.34757,9.80302
15.4658,105.667,4.34757,9.83791
15.5188,105.667,4.34757,9.87167
15.5744,105.667,4.34757,9.907
15.6308,105.667,4.34757,9.94287
15.6863,105.667,4.34757,9.9782
15.7406,105.667,4.34757,10.0127
15.7966,105.667,4.34757,10.0483
15.8553,105.667,4.34757,10.0857
15.9153,105.667,4.34757,10.1239
15.9753,105.667,4.34757,10.162
16.0353,105.667,4.34757,10.2002
16.0953,105.667,4.34757,10.2384
16.1553,105.667,4.34757,10.2765
16.2153,105.667,4.34757,10.3147
16.2753,105.667,4.34757,10.3529
16.3353,105.667,4.34757,10.391
16.3953,105.667,4.34757,10.4292
16.4553,105.667,4.34757,10.4674
16.5153,105.667,4.34757,10.5055
16.5753,105.667,4.34757,10.5437
16.6353,105.667,4.34757,10.5819
16.6953,105.667,4.34757,10.62
16.7553,105.667,4.34757,10.6582
16.8153,105.667,4.34757,10.6964
16.8753,105.667,4.34757,10.7345
16.9353,105.667,4.34757,10.7727
16.9953,105.667,4.34757,10.8109
17.0553,105.667,4.34757,10.849
17.1153,105.667,4.34757,10.8872
17.1753,105.667,4.34757,10.9254
17.2353,105.667,4.34757,10.9635
17.2953,105.667,4.34757,11.0017
17.3553,105.667,4.34757,11.0399
17.4152,105.667,4.34757,11.078
17.4752,105.667,4.34757,11.1161
17.5352,105.667,4.34757,11.1543
17.5952,105.667,4.34757,11.1925
17.6552,105.667,4.34757,11.2306
17.7152,105.667,4.34757,11.2688
17.7752,105.667,4.34757,11.307
17.8352,105.667,4.34757,11.3451
17.8952,105.667,4.34757,11.3833
17.9552,105.667,4.34757,11.4215
18.0152,105.667,4.34757,11.4596
18.0752,105.667,4.34757,11.4978
18.1352,105.667,4.34757,11.536
18.1943,105.667,4.34757,11.5736
18.2507,105.667,4.34757,11.6094
18.3107,105.667,4.34757,11.6476
18.3707,105.667,4.34757,11.6858
18.4306,105.667,4.34757,11.7239
18.4905,105.667,4.34757,11.762
18.5505,105.667,4.34757,11.8001
18.6105,105.667,4.34757,11.8383
18.6703,105.667,4.34757,11.8763
18.7303,105.667,4.34757,11.9145
18.7903,105.667,4.34757,11.9527
18.8503,105.667,4.34757,11.9908
18.9103,105.667,4.34757,12.029
18.9703,105.667,4.34757,12.0672
19.0303,105.667,4.34757,12.1053
19.0903,105.667,4.34757,12.1435
19.1503,105.667,4.34757,12.1817
19.2103,105.667,4.34757,12.2198
19.2703,105.667,4.34757,12.258
19.3303,105.667,4.34757,12.2962
19.3903,105.667,4.34757,12.3343
19.4503,105.667,4.34757,12.3725
19.5103,105.667,4.34757,12.4107
19.5703,105.667,4.34757,12.4488
19.6303,105.667,4.34757,12.487
19.6903,105.667,4.34757,12.5252
19.7503,105.667,4.34757,12.5633
19.8103,105.667,4.34757,12.6015
19.8703,105.667,4.34757,12.6397
19.9303,105.667,4.34757,12.6778
19.9891,105.667,4.34757,12.7152
20.046,105.667,4.34757,12.7514
20.1025,105.667,4.34757,12.7874
20.1606,105.667,4.34757,12.8244
20.2206,105.667,4.34757,12.8625
20.2806,105.667,4.34757,12.9007
20.3406,105.667,4.34757,12.9389
20.4006,105.667,4.34757,12.977
20.4606,105.667,4.34757,13.0152
20.5206,105.667,4.34757,13.0534
20.5801,105.667,4.34757,13.0911
20.6368,105.667,4.34757,13.1272
20.6958,105.667,4.34757,13.1648
20.7558,105.667,4.34757,13.203
20.8158,105.667,4.34757,13.2411
20.8758,105.667,4.34757,13.2793
20.9358,105.667,4.34757,13.3175
20.9958,105.667,4.34757,13.3556
21.0558,105.667,4.34757,13.3938
21.1158,105.667,4.34757,13.432
21.1758,105.667,4.34757,13.4701
21.2358,105.667,4.34757,13.5083
21.2958,105.667,4.34757,13.5465
21.3558,105.667,4.34757,13.5846
21.4158,105.667,4.34757,13.6228
21.4758,105.667,4.34757,13.661
21.5358,105.667,4.34757,13.6991
21.5958,105.667,4.34757,13.7373
21.6558,105.667,4.34757,13.7755
21.7158,105.667,4.34757,13.8136
21.7758,105.667,4.34757,13.8518
21.8358,105.667,4.34757,13.89
21.8958,105.667,4.34757,13.9281
21.9558,105.667,4.34757,13.9663
22.0158,105.667,4.34757,14.0045
22.0758,105.667,4.34757,14.0426
22.1358,105.667,4.34757,14.0808
22.1958,105.667,4.34757,14.119
22.2558,105.667,4.34757,14.1571
22.3158,105.667,4.34757,14.1953
22.3758,105.667,4.34757,14.2335
22.4358,105.667,4.34757,14.2716
22.4958,105.667,4.34757,14.3098
22.5558,105.667,4.34757,14.348
22.6158,105.667,4.34757,14.3861
22.6758,105.667,4.34757,14.4243
22.7358,105.667,4.34757,14.4625
22.7958,105.667,4.34757,14.5006
22.8558,105.667,4.34757,14.5388
22.9158,105.667,4.34757,14.577
22.9758,105.667,4.34757,14.6151
23.0358,105.667,4.34757,14.6533
23.0958,105.667,4.34757,14.6915
23.1558,105.667,4.34757,14.7296
23.2158,105.667,4.34757,14.7678
23.2758,105.667,4.34757,14.806
23.3358,105.667,4.34757,14.8441
23.3958,105.667,4.34757,14.8823
23.4558,105.667,4.34757,14.9205
23.5158,105.667,4.34757,14.9586
23.5758,105.667,4.34757,14.9968
23.6358,105.667,4.34757,15.035
23.6958,105.667,4.34757,15.0731
23.7558,105.667,4.34757,15.1113
23.8158,105.667,4.34757,15.1495
23.8758,105.667,4.34757,15.1876
23.9358,105.667,4.34757,15.2258
23.9958,105.667,4.34757,15.264
24.0558,105.667,4.34757,15.3021
24.1158,105.667,4.34757,15.3403
24.1758,105.667,4.34757,15.3785
24.2358,105.667,4.34757,15.4166
24.2958,105.667,4.34757,15.4548
24.3558,105.667,4.34757,15.493
24.4158,105.667,4.34757,15.5311
24.4758,105.667,4.34757,15.5693
24.5358,105.667,4.34757,15.6075
24.5958,105.667,4.34757,15.6456
24.6558,105.667,4.34757,15.6838
24.7158,105.667,4.34757,15.722
24.7758,105.667,4.34757,15.7601
24.8358,105.667,4.34757,15.7983
24.8958,105.667,4.34757,15.8365
24.9558,105.667,4.34757,15.8746
25.0158,105.667,4.34757,15.9128
25.0758,105.667,4.34757,15.951
25.1358,105.667,4.34757,15.9891
25.1958,105.667,4.34757,16.0273
25.2558,105.667,4.34757,16.0655
25.3158,105.667,4.34757,16.1036
25.3758,105.667,4.34757,16.1418
25.4358,105.667,4.34757,16.18
25.4958,105.667,4.34757,16.2181
25.5558,105.667,4.34757,16.2563
25.6158,105.667,4.34757,16.2945
25.6758,105.667,4.34757,16.3326
25.7358,105.667,4.34757,16.3708
25.7958,105.667,4.34757,16.409
25.8558,105.667,4.34757,16.4471
25.9158,105.667,4.34757,16.4853
25.9758,105.667,4.34757,16.5235
26.0358,105.667,4.34757,16.5616
26.0958,105.667,4.34757,16.5998
26.1558,105.667,4.34757,16.638
26.2158,105.667,4.34757,16.6761
26.2758,105.667,4.34757,16.7143
26.3358,105.667,4.34757,16.7525
26.3958,105.667,4.34757,16.7906
26.4558,105.667,4.34757,16.8288
26.5158,105.667,4.34757,16.867
26.5758,105.667,4.34757,16.9051
26.6358,105.667,4.34757,16.9433
26.6958,105.667,4.34757,16.9815
26.7558,105.667,4.34757,17.0196
26.8158,105.667,4.34757,17.0578
26.8758,105.667,4.34757,17.096
26.9358,105.667,4.34757,17.1341
26.9958,105.667,4.34757,17.1723
27.0558,105.667,4.34757,17.2105
27.1158,105.667,4.34757,17.2486
27.1758,105.667,4.34757,17.2868
27.2358,105.667,4.34757,17.325
27.2958,105.667,4.34757,17.3631
27.3558,105.667,4.34757,17.4013
27.4158,105.667,4.34757,17.4395
27.4758,105.667,4.34757,17.4776
27.5358,105.667,4.34757,17.5158
27.5958,105.667,4.34757,17.554
27.6558,105.667,4.34757,17.5921
27.7158,105.667,4.34757,17.6303
27.7758,105.667,4.34757,17.6685
27.8358,105.667,4.34757,17.7066
27.8958,105.667,4.34757,17.7448
27.9558,105.667,4.34757,17.783
28.0158,105.667,4.34757,17.8211
28.0758,105.667,4.34757,17.8593
28.1358,105.667,4.34757,17.8975
28.1958,105.667,4.34757,17.9356
28.2558,105.667,4.34757,17.9738
28.3158,105.667,4.34757,18.012
28.3758,105.667,4.34757,18.0501
28.4358,105.667,4.34757,18.0883
28.4958,105.667,4.34757,18.1265
28.5558,105.667,4.34757,18.1646
28.6158,105.667,4.34757,18.2028
28.6758,105.667,4.34757,18.2409
28.7358,105.667,4.34757,18.2791
28.7958,105.667,4.34757,18.3173
28.8558,105.667,4.34757,18.3554
28.9158,105.667,4.34757,18.3936
28.9758,105.667,4.34757,18.4318
29.0358,105.667,4.34757,18.4699
29.0958,105.667,4.34757,18.5081
29.1558,105.667,4.34757,18.5463
29.2158,105.667,4.34757,18.5844
29.2758,105.667,4.34757,18.6226
29.3358,105.667,4.34757,18.6608
29.3958,105.667,4.34757,18.6989
29.4558,105.667,4.34757,18.7371
29.5158,105.013,4.33409,18.7753
29.5758,105.011,4.33406,18.8134
29.6358,105.017,4.33417,18.8516
29.6958,105.03,4.33444,18.8898
29.7558,105.04,4.33465,18.9279
29.8158,105.049,4.33484,18.9661
29.8758,105.063,4.33512,19.0043
29.9358,105.069,4.33525,19.0424
29.9958,105.068,4.33523,19.0806
30.0558,105.074,4.33536,19.1188
30.1158,105.08,4.33547,19.1569
30.1758,105.074,4.33536,19.1951
30.2358,105.072,4.33531,19.2333
30.2958,105.076,4.33539,19.2714
30.3558,105.073,4.33533,19.3096
30.4158,105.07,4.33527,19.3478
30.4758,105.078,4.33544,19.3859
30.5358,105.082,4.33552,19.4241
30.5958,105.079,4.33545,19.4623
30.6558,105.081,4.33549,19.5004
30.7158,105.083,4.33554,19.5386
30.7758,105.077,4.33541,19.5768
30.8358,105.069,4.33525,19.6149
30.8958,105.064,4.33515,19.6531
30.9558,105.056,4.33497,19.6913
31.0158,105.044,4.33472,19.7294
31.0758,105.035,4.33454,19.7676
31.1358,105.026,4.33437,19.8058
31.1958,105.015,4.33413,19.8439
31.2558,105.667,4.34757,19.8821
31.3158,105.667,4.34757,19.9203
31.3758,105.667,4.34757,19.9584
31.4358,105.667,4.34757,19.9966
31.4958,105.667,4.34757,20.0348
31.5558,105.667,4.34757,20.0729
31.6158,105.667,4.34757,20.1111
31.6758,105.667,4.34757,20.1493
31.7358,105.667,4.34757,20.1874
31.7958,105.667,4.34757,20.2256
31.8558,105.667,4.34757,20.2638
31.9158,105.667,4.34757,20.3019
31.9758,105.667,4.34757,20.3401
32.0358,105.667,4.34757,20.3783
32.0958,105.667,4.34757,20.4164
32.1558,105.667,4.34757,20.4546
32.2158,105.667,4.34757,20.4928
32.2758,105.667,4.34757,20.5309
32.3358,105.667,4.34757,20.5691
32.3958,105.667,4.34757,20.6073
32.4558,105.667,4.34757,20.6454
32.5158,105.667,4.34757,20.6836
32.5758,105.667,4.34757,20.7218
32.6358,105.667,4.34757,20.7599
32.6958,105.667,4.34757,20.7981
32.7558,105.667,4.34757,20.8363
32.8158,105.667,4.34757,20.8744
32.8758,105.667,4.34757,20.9126
32.9358,105.667,4.34757,20.9508
32.9958,105.667,4.34757,20.9889
33.0558,105.667,4.34757,21.0271
33.1158,105.667,4.34757,21.0653
33.1758,105.667,4.34757,21.1034
33.2358,105.667,4.34757,21.1416
33.2958,105.667,4.34757,21.1798
33.3558,105.667,4.34757,21.2179
33.4158,105.667,4.34757,21.2561
33.4758,105.667,4.34757,21.2943
33.5358,105.667,4.34757,21.3324
33.5958,105.667,4.34757,21.3706
33.6558,105.667,4.34757,21.4088
33.7158,105.667,4.34757,21.4469
33.7758,105.667,4.34757,21.4851
33.8358,105.667,4.34757,21.5233
33.8958,105.667,4.34757,21.5614
33.9558,105.667,4.34757,21.5996
34.0158,105.667,4.34757,21.6378
34.0758,105.667,4.34757,21.6759
34.1358,105.667,4.34757,21.7141
34.1958,105.667,4.34757,21.7523
34.2558,105.667,4.34757,21.7904
34.3158,105.667,4.34757,21.8286
34.3758,105.667,4.34757,21.8668
34.4358,105.046,4.33478,21.9049
34.4958,105.044,4.33472,21.9431
34.5558,105.041,4.33468,21.9813
34.6158,105.04,4.33465,22.0194
34.6758,105.04,4.33464,22.0576
34.7358,105.039,4.33463,22.0958
34.7958,105.037,4.33459,22.1339
34.8558,105.034,4.33452,22.1721
34.9158,105.028,4.33439,22.2103
34.9758,105.02,4.33425,22.2484
35.0358,105.014,4.33411,22.2866
35.0958,105.01,4.33403,22.3248
35.1558,105.006,4.33396,22.3629
35.2158,105.002,4.33386,22.4011
35.2758,104.995,4.33372,22.4393
35.3358,104.988,4.33358,22.4774
35.3958,104.981,4.33343,22.5156
35.4558,104.971,4.33323,22.5538
35.5158,104.959,4.33297,22.5919
35.5758,104.947,4.33273,22.6301
35.6358,104.94,4.3326,22.6683
35.6958,104.936,4.33251,22.7064
35.7558,104.929,4.33236,22.7446
35.8158,104.919,4.33216,22.7828
35.8758,104.91,4.33197,22.8209
35.9358,104.902,4.3318,22.8591
35.9958,104.896,4.33167,22.8973
36.0558,104.891,4.33158,22.9354
36.1158,104.885,4.33145,22.9736
36.1758,104.876,4.33126,23.0118
36.2358,104.866,4.33107,23.0499
36.2958,104.861,4.33096,23.0881
36.3558,104.857,4.33088,23.1263
36.4158,104.85,4.33073,23.1644
36.4758,104.841,4.33055,23.2026
36.5358,104.836,4.33044,23.2408
36.5958,104.835,4.33042,23.2789
36.6558,104.833,4.33039,23.3171
36.7158,104.829,4.3303,23.3553
36.7758,104.825,4.33022,23.3934
36.8358,104.826,4.33024,23.4316
36.8958,104.831,4.33034,23.4698
36.9558,104.835,4.33042,23.5079
37.0158,104.837,4.33047,23.5461
37.0758,104.84,4.33053,23.5843
37.1358,104.845,4.33062,23.6224
37.1958,104.849,4.33072,23.6606
37.2558,104.853,4.33079,23.6988
37.3158,104.856,4.33087,23.7369
37.3758,104.86,4.33094,23.7751
37.4358,104.864,4.33101,23.8133
37.4958,104.867,4.33108,23.8514
37.5558,104.869,4.33113,23.8896
37.6158,104.871,4.33116,23.9278
37.6758,104.87,4.33114,23.9659
37.7358,104.868,4.33109,24.0041
37.7958,104.866,4.33105,24.0423
37.8558,104.865,4.33104,24.0804
37.9158,104.865,4.33104,24.1186
37.9758,104.865,4.33105,24.1568
38.0358,104.866,4.33105,24.1949
38.0958,104.864,4.33103,24.2331
38.1558,104.861,4.33097,24.2713
38.2158,104.859,4.33092,24.3094
38.2758,104.858,4.3309,24.3476
38.3358,104.857,4.33087,24.3858
38.3958,104.854,4.33081,24.4239
38.4558,104.851,4.33076,24.4621
38.5158,104.852,4.33077,24.5003
38.5758,104.854,4.33081,24.5384
38.6358,104.854,4.33082,24.5766
38.6958,104.855,4.33083,24.6148
38.7558,104.857,4.33087,24.6529
38.8158,104.86,4.33095,24.6911
38.8758,104.862,4.33097,24.7293
38.9358,104.861,4.33096,24.7674
38.9958,104.861,4.33096,24.8056
39.0558,104.863,4.331,24.8438
39.1158,104.865,4.33104,24.8819
39.1758,105.667,4.34757,24.9201
39.2358,105.667,4.34757,24.9583
39.2958,105.667,4.34757,24.9964
39.3558,105.667,4.34757,25.0346
39.4158,105.667,4.34757,25.0728
39.4758,105.667,4.34757,25.1109
39.5358,105.667,4.34757,25.1491
39.5958,105.667,4.34757,25.1873
39.6558,105.667,4.34757,25.2254
39.7158,105.667,4.34757,25.2636
39.7758,105.667,4.34757,25.3018
39.8358,105.667,4.34757,25.3399
39.8958,105.667,4.34757,25.3781
39.9558,105.667,4.34757,25.4163
40.0158,105.667,4.34757,25.4544
40.0758,105.667,4.34757,25.4926
40.1358,105.667,4.34757,25.5308
40.1958,105.667,4.34757,25.5689
40.2558,105.667,4.34757,25.6071
40.3158,105.667,4.34757,25.6453
40.3758,105.667,4.34757,25.6834
40.4358,105.667,4.34757,25.7216
40.4958,105.667,4.34757,25.7598
40.5558,105.667,4.34757,25.7979
40.6158,105.667,4.34757,25.8361
40.6758,105.667,4.34757,25.8743
40.7358,105.667,4.34757,25.9124
40.7958,105.667,4.34757,25.9506
40.8558,105.667,4.34757,25.9888
40.9158,105.667,4.34757,26.0269
40.9758,105.667,4.34757,26.0651
41.0358,105.667,4.34757,26.1033
41.0958,105.667,4.34757,26.1414
41.1558,105.667,4.34757,26.1796
41.2158,105.667,4.34757,26.2178
41.2758,105.667,4.34757,26.2559
41.3358,105.667,4.34757,26.2941
41.3958,105.667,4.34757,26.3323
41.4558,105.667,4.34757,26.3704
41.5158,105.667,4.34757,26.4086
41.5758,105.667,4.34757,26.4468
41.6358,105.667,4.34757,26.4849
41.6958,105.667,4.34757,26.5231
41.7558,105.667,4.34757,26.5613
41.8158,105.667,4.34757,26.5994
41.8758,105.667,4.34757,26.6376
41.9358,105.667,4.34757,26.6758
41.9958,105.667,4.34757,26.7139
42.0558,105.667,4.34757,26.7521
42.1158,105.667,4.34757,26.7903
42.1758,105.667,4.34757,26.8284
42.2358,105.667,4.34757,26.8666
42.2958,105.667,4.34757,26.9047
42.3558,105.667,4.34757,26.9429
42.4158,105.667,4.34757,26.9811
42.4758,105.667,4.34757,27.0192
42.5358,105.667,4.34757,27.0574
42.5958,105.667,4.34757,27.0956
42.6558,105.667,4.34757,27.1337
42.7158,105.667,4.34757,27.1719
42.7758,105.667,4.34757,27.2101
42.8358,104.795,4.32961,27.2482
42.8958,104.796,4.32961,27.2864
