sim_time,front_x,Z,T
42.9558,104.796,4.32962,27.3246
43.0158,104.798,4.32965,27.3627
43.0758,104.799,4.32968,27.4009
43.1358,104.801,4.32972,27.4391
43.1958,104.801,4.32973,27.4772
43.2558,104.801,4.32973,27.5154
43.3158,104.801,4.32973,27.5536
43.3758,104.801,4.32972,27.5917
43.4358,105.667,4.34757,27.6299
43.4958,105.667,4.34757,27.6681
