sim_time,front_x,Z,T,cohesion,viscosity,tension
30.4132,104.656,4.32672,19.3461,0,3.14,0
30.4732,104.655,4.32672,19.3843,0,3.14,0
30.5332,104.655,4.32672,19.4225,0,3.14,0
30.5932,104.656,4.32673,19.4606,0,3.14,0
30.6532,104.657,4.32675,19.4988,0,3.14,0
30.7132,104.658,4.32678,19.537,0,3.14,0
30.7732,104.661,4.32683,19.5751,0,3.14,0
30.8332,104.664,4.3269,19.6133,0,3.14,0
30.8932,104.668,4.32697,19.6514,0,3.14,0
30.9532,104.672,4.32706,19.6896,0,3.14,0
31.0132,104.676,4.32714,19.7278,0,3.14,0
31.0732,104.679,4.32721,19.7659,0,3.14,0
31.1332,104.683,4.32729,19.8041,0,3.14,0
31.1932,104.687,4.32738,19.8423,0,3.14,0
31.2532,104.629,4.32618,19.8804,0,3.14,0
31.3132,104.664,4.3269,19.9186,0,3.14,0
31.3732,104.701,4.32766,19.9568,0,3.14,0
31.4332,104.709,4.32781,19.9949,0,3.14,0
31.4932,104.713,4.32791,20.0331,0,3.14,0
31.5532,104.717,4.32798,20.0713,0,3.14,0
31.6132,104.718,4.32801,20.1094,0,3.14,0
31.6732,104.718,4.328,20.1476,0,3.14,0
31.7332,104.716,4.32798,20.1858,0,3.14,0
31.7932,104.601,4.3256,20.2239,0,3.14,0
31.8532,104.643,4.32646,20.2621,0,3.14,0
31.9132,104.552,4.32459,20.3003,0,3.14,0
31.9732,104.507,4.32366,20.3384,0,3.14,0
32.0332,104.477,4.32303,20.3766,0,3.14,0
32.0932,104.484,4.32319,20.4148,0,3.14,0
32.1532,104.537,4.32427,20.4529,0,3.14,0
32.2132,104.567,4.3249,20.4911,0,3.14,0
32.2732,104.586,4.32529,20.5293,0,3.14,0
32.3332,104.573,4.32501,20.5674,0,3.14,0
32.3932,104.725,4.32815,20.6056,0,3.14,0
32.4532,104.798,4.32966,20.6438,0,3.14,0
32.5132,104.832,4.33037,20.6819,0,3.14,0
32.5732,104.831,4.33033,20.7201,0,3.14,0
32.6332,104.818,4.33008,20.7583,0,3.14,0
32.6932,104.816,4.33003,20.7964,0,3.14,0
32.7532,104.828,4.33028,20.8346,0,3.14,0
32.8132,104.836,4.33044,20.8728,0,3.14,0
32.8732,104.843,4.33058,20.9109,0,3.14,0
32.9332,104.832,4.33037,20.9491,0,3.14,0
32.9932,104.813,4.32997,20.9873,0,3.14,0
33.0532,104.797,4.32964,21.0254,0,3.14,0
33.1132,104.787,4.32944,21.0636,0,3.14,0
33.1732,104.782,4.32932,21.1018,0,3.14,0
33.2332,104.775,4.32917,21.1399,0,3.14,0
33.2932,104.763,4.32894,21.1781,0,3.14,0
33.3532,104.75,4.32867,21.2163,0,3.14,0
33.4132,104.74,4.32846,21.2544,0,3.14,0
33.4732,104.737,4.32841,21.2926,0,3.14,0
33.5332,104.743,4.32853,21.3308,0,3.14,0
33.5932,104.758,4.32883,21.3689,0,3.14,0
33.6532,104.779,4.32927,21.4071,0,3.14,0
33.7132,104.776,4.32921,21.4453,0,3.14,0
33.7732,104.761,4.32889,21.4834,0,3.14,0
33.8332,104.744,4.32855,21.5216,0,3.14,0
33.8932,104.744,4.32855,21.5598,0,3.14,0
33.9532,104.746,4.32858,21.5979,0,3.14,0
34.0132,104.737,4.3284,21.6361,0,3.14,0
34.0732,104.732,4.32829,21.6743,0,3.14,0
34.1332,104.755,4.32877,21.7124,0,3.14,0
34.1932,104.777,4.32923,21.7506,0,3.14,0
34.2532,104.8,4.32969,21.7888,0,3.14,0
34.3132,104.824,4.33019,21.8269,0,3.14,0
34.3732,104.731,4.32829,21.8651,0,3.14,0
34.4332,104.727,4.3282,21.9033,0,3.14,0
34.4932,104.722,4.3281,21.9414,0,3.14,0
34.5532,104.459,4.32268,21.9796,0,3.14,0
34.6132,104.515,4.32382,22.0178,0,3.14,0
34.6732,104.585,4.32526,22.0559,0,3.14,0
34.7332,104.675,4.32713,22.0941,0,3.14,0
34.7932,104.731,4.32828,22.1323,0,3.14,0
34.8532,104.731,4.32827,22.1704,0,3.14,0
34.9132,104.728,4.32822,22.2086,0,3.14,0
34.9732,104.732,4.3283,22.2468,0,3.14,0
35.0332,104.736,4.32837,22.2849,0,3.14,0
35.0932,104.73,4.32826,22.3231,0,3.14,0
35.1532,104.725,4.32816,22.3613,0,3.14,0
35.2132,104.765,4.32897,22.3994,0,3.14,0
35.2732,104.797,4.32963,22.4376,0,3.14,0
35.3332,104.814,4.32999,22.4758,0,3.14,0
35.3932,104.873,4.3312,22.5139,0,3.14,0
35.4532,104.976,4.33333,22.5521,0,3.14,0
35.5132,105.008,4.334,22.5903,0,3.14,0
35.5732,105.002,4.33386,22.6284,0,3.14,0
35.6332,104.995,4.33372,22.6666,0,3.14,0
35.6932,104.984,4.3335,22.7048,0,3.14,0
35.7532,104.97,4.33321,22.7429,0,3.14,0
35.8132,104.959,4.33299,22.7811,0,3.14,0
35.8732,104.948,4.33275,22.8193,0,3.14,0
35.9332,104.971,4.33324,22.8574,0,3.14,0
35.9932,105.006,4.33395,22.8956,0,3.14,0
36.0532,105.039,4.33464,22.9338,0,3.14,0
36.1132,105.068,4.33523,22.9719,0,3.14,0
36.1732,105.098,4.33585,23.0101,0,3.14,0
36.2332,105.14,4.33672,23.0483,0,3.14,0
36.2932,105.179,4.33752,23.0864,0,3.14,0
36.3532,105.159,4.33711,23.1246,0,3.14,0
36.4132,105.137,4.33666,23.1628,0,3.14,0
36.4732,105.122,4.33635,23.2009,0,3.14,0
36.5332,105.11,4.33609,23.2391,0,3.14,0
36.5932,105.094,4.33577,23.2773,0,3.14,0
36.6532,105.081,4.3355,23.3154,0,3.14,0
36.7132,105.074,4.33535,23.3536,0,3.14,0
36.7732,105.071,4.3353,23.3918,0,3.14,0
36.8332,105.07,4.33526,23.4299,0,3.14,0
36.8932,105.066,4.3352,23.4681,0,3.14,0
36.9532,105.061,4.33508,23.5063,0,3.14,0
37.0132,105.052,4.33489,23.5444,0,3.14,0
37.0732,105.041,4.33467,23.5826,0,3.14,0
37.1332,105.034,4.33452,23.6208,0,3.14,0
37.1932,105.031,4.33446,23.6589,0,3.14,0
37.2532,105.027,4.33439,23.6971,0,3.14,0
37.3132,105.02,4.33424,23.7353,0,3.14,0
37.3732,105.009,4.33401,23.7734,0,3.14,0
37.4332,105,4.33382,23.8116,0,3.14,0
37.4932,104.995,4.33372,23.8498,0,3.14,0
37.5532,104.993,4.33368,23.8879,0,3.14,0
37.6132,104.989,4.33359,23.9261,0,3.14,0
37.6732,104.981,4.33343,23.9643,0,3.14,0
37.7332,104.973,4.33328,24.0024,0,3.14,0
37.7932,104.968,4.33317,24.0406,0,3.14,0
37.8532,104.965,4.3331,24.0788,0,3.14,0
37.9132,104.961,4.33302,24.1169,0,3.14,0
37.9732,104.955,4.3329,24.1551,0,3.14,0
38.0332,104.95,4.33279,24.1933,0,3.14,0
38.0932,104.946,4.33271,24.2314,0,3.14,0
38.1532,104.942,4.33263,24.2696,0,3.14,0
38.2132,104.937,4.33253,24.3078,0,3.14,0
38.2732,104.931,4.3324,24.3459,0,3.14,0
38.3332,104.925,4.33228,24.3841,0,3.14,0
38.3932,104.921,4.33219,24.4223,0,3.14,0
38.4532,104.918,4.33213,24.4604,0,3.14,0
38.5132,104.914,4.33206,24.4986,0,3.14,0
38.5732,104.91,4.33198,24.5368,0,3.14,0
38.6332,104.907,4.3319,24.5749,0,3.14,0
38.6932,104.904,4.33185,24.6131,0,3.14,0
38.7532,104.901,4.33179,24.6513,0,3.14,0
38.8132,104.897,4.3317,24.6894,0,3.14,0
38.8732,104.891,4.33158,24.7276,0,3.14,0
38.9332,104.886,4.33148,24.7658,0,3.14,0
38.9932,104.882,4.3314,24.8039,0,3.14,0
39.0532,104.879,4.33133,24.8421,0,3.14,0
39.1132,104.875,4.33124,24.8803,0,3.14,0
39.1732,104.869,4.33113,24.9184,0,3.14,0
39.2332,104.864,4.33101,24.9566,0,3.14,0
39.2932,104.859,4.33092,24.9948,0,3.14,0
39.3532,104.855,4.33083,25.0329,0,3.14,0
39.4132,104.85,4.33073,25.0711,0,3.14,0
39.4732,104.844,4.33062,25.1093,0,3.14,0
39.5332,104.839,4.3305,25.1474,0,3.14,0
39.5932,104.834,4.33041,25.1856,0,3.14,0
39.6532,104.83,4.33032,25.2238,0,3.14,0
39.7132,104.825,4.33022,25.2619,0,3.14,0
39.7732,104.819,4.3301,25.3001,0,3.14,0
39.8332,104.814,4.32998,25.3383,0,3.14,0
39.8932,104.809,4.32988,25.3764,0,3.14,0
39.9532,104.804,4.32978,25.4146,0,3.14,0
40.0132,104.799,4.32968,25.4528,0,3.14,0
40.0732,104.794,4.32957,25.4909,0,3.14,0
40.1332,104.788,4.32945,25.5291,0,3.14,0
40.1932,104.782,4.32933,25.5673,0,3.14,0
40.2532,104.777,4.32923,25.6054,0,3.14,0
40.3132,104.772,4.32913,25.6436,0,3.14,0
40.3732,104.767,4.32902,25.6818,0,3.14,0
40.4332,104.762,4.32891,25.7199,0,3.14,0
40.4932,104.756,4.3288,25.7581,0,3.14,0
40.5532,104.751,4.32869,25.7963,0,3.14,0
40.6132,104.746,4.32859,25.8344,0,3.14,0
40.6732,104.741,4.32848,25.8726,0,3.14,0
40.7332,104.735,4.32837,25.9108,0,3.14,0
40.7932,104.73,4.32826,25.9489,0,3.14,0
40.8532,104.725,4.32815,25.9871,0,3.14,0
40.9132,104.72,4.32806,26.0253,0,3.14,0
40.9732,104.716,4.32796,26.0634,0,3.14,0
41.0332,104.711,4.32786,26.1016,0,3.14,0
41.0932,104.706,4.32776,26.1398,0,3.14,0
41.1532,104.701,4.32765,26.1779,0,3.14,0
41.2132,104.696,4.32755,26.2161,0,3.14,0
41.2732,104.691,4.32745,26.2543,0,3.14,0
41.3332,104.686,4.32736,26.2924,0,3.14,0
41.3932,104.682,4.32726,26.3306,0,3.14,0
41.4532,104.677,4.32717,26.3688,0,3.14,0
41.5132,104.673,4.32708,26.4069,0,3.14,0
41.5732,104.669,4.32699,26.4451,0,3.14,0
41.6332,104.664,4.32689,26.4833,0,3.14,0
41.6932,104.659,4.32678,26.5214,0,3.14,0
41.7532,104.653,4.32667,26.5596,0,3.14,0
41.8132,105.667,4.34757,26.5978,0,3.14,0
41.8732,105.667,4.34757,26.6359,0,3.14,0
41.9332,105.667,4.34757,26.6741,0,3.14,0
41.9932,105.667,4.34757,26.7123,0,3.14,0
42.0532,105.667,4.34757,26.7504,0,3.14,0
42.1132,105.667,4.34757,26.7886,0,3.14,0
42.1732,105.667,4.34757,26.8268,0,3.14,0
42.2332,105.667,4.34757,26.8649,0,3.14,0
42.2932,105.667,4.34757,26.9031,0,3.14,0
42.3532,105.667,4.34757,26.9413,0,3.14,0
42.4132,105.667,4.34757,26.9794,0,3.14,0
42.4732,105.667,4.34757,27.0176,0,3.14,0
42.5332,105.667,4.34757,27.0558,0,3.14,0
42.5932,105.667,4.34757,27.0939,0,3.14,0
42.6532,105.667,4.34757,27.1321,0,3.14,0
42.7132,105.667,4.34757,27.1703,0,3.14,0
42.7732,105.667,4.34757,27.2084,0,3.14,0
42.8332,105.667,4.34757,27.2466,0,3.14,0
42.8932,105.667,4.34757,27.2848,0,3.14,0
42.9532,105.667,4.34757,27.3229,0,3.14,0
43.0132,105.667,4.34757,27.3611,0,3.14,0
43.0732,105.667,4.34757,27.3993,0,3.14,0
43.1332,105.667,4.34757,27.4374,0,3.14,0
43.1932,105.667,4.34757,27.4756,0,3.14,0
43.2532,105.667,4.34757,27.5138,0,3.14,0
43.3132,105.667,4.34757,27.5519,0,3.14,0
43.3732,105.667,4.34757,27.5901,0,3.14,0
43.4332,105.667,4.34757,27.6283,0,3.14,0
43.4932,105.667,4.34757,27.6664,0,3.14,0
43.5532,105.667,4.34757,27.7046,0,3.14,0
43.6132,105.427,4.34264,27.7428,0,3.14,0
43.6732,104.611,4.3258,27.7809,0,3.14,0
43.7332,104.515,4.32383,27.8191,0,3.14,0
43.7932,104.776,4.3292,27.8573,0,3.14,0
43.8532,104.886,4.33147,27.8954,0,3.14,0
43.9132,104.726,4.32818,27.9336,0,3.14,0
43.9732,104.479,4.32308,27.9718,0,3.14,0
44.0332,104.413,4.32171,28.0099,0,3.14,0
44.0932,104.585,4.32527,28.0481,0,3.14,0
44.1532,104.794,4.32958,28.0863,0,3.14,0
44.2132,104.838,4.33048,28.1244,0,3.14,0
44.2732,104.708,4.32779,28.1626,0,3.14,0
44.3332,104.559,4.32473,28.2008,0,3.14,0
44.3932,104.541,4.32436,28.2389,0,3.14,0
44.4532,104.644,4.32648,28.2771,0,3.14,0
44.5132,104.739,4.32844,28.3152,0,3.14,0
44.5732,104.733,4.32831,28.3534,0,3.14,0
44.6332,104.648,4.32657,28.3916,0,3.14,0
44.6932,104.582,4.32521,28.4297,0,3.14,0
44.7532,104.6,4.32558,28.4679,0,3.14,0
44.8132,104.672,4.32707,28.5061,0,3.14,0
44.8732,105.667,4.34757,28.5442,0,3.14,0
44.9332,104.703,4.3277,28.5824,0,3.14,0
44.9932,104.647,4.32654,28.6206,0,3.14,0
45.0532,104.61,4.32577,28.6587,0,3.14,0
45.1132,104.621,4.326,28.6969,0,3.14,0
45.1732,104.658,4.32678,28.7351,0,3.14,0
45.2332,104.68,4.32723,28.7732,0,3.14,0
45.2932,104.667,4.32696,28.8114,0,3.14,0
45.3532,104.637,4.32633,28.8496,0,3.14,0
45.4132,104.62,4.32598,28.8877,0,3.14,0
45.4732,104.63,4.32618,28.9259,0,3.14,0
45.5332,104.653,4.32666,28.9641,0,3.14,0
45.5932,104.666,4.32694,29.0022,0,3.14,0
45.6532,105.667,4.34757,29.0404,0,3.14,0
45.7132,105.667,4.34757,29.0786,0,3.14,0
45.7732,105.667,4.34757,29.1167,0,3.14,0
45.8332,105.667,4.34757,29.1549,0,3.14,0
45.8932,105.667,4.34757,29.1931,0,3.14,0
45.9532,105.667,4.34757,29.2312,0,3.14,0
46.0132,105.667,4.34757,29.2694,0,3.14,0
46.0732,105.667,4.34757,29.3076,0,3.14,0
46.1332,105.667,4.34757,29.3457,0,3.14,0
46.1932,105.667,4.34757,29.3839,0,3.14,0
46.2532,105.667,4.34757,29.4221,0,3.14,0
46.3132,105.667,4.34757,29.4602,0,3.14,0
46.3732,105.667,4.34757,29.4984,0,3.14,0
46.4332,105.667,4.34757,29.5366,0,3.14,0
46.4932,105.667,4.34757,29.5747,0,3.14,0
46.5532,105.667,4.34757,29.6129,0,3.14,0
46.6132,105.667,4.34757,29.6511,0,3.14,0
46.6732,105.667,4.34757,29.6892,0,3.14,0
46.7332,105.667,4.34757,29.7274,0,3.14,0
46.7932,105.667,4.34757,29.7656,0,3.14,0
46.8532,105.667,4.34757,29.8037,0,3.14,0
46.9132,105.667,4.34757,29.8419,0,3.14,0
46.9732,105.667,4.34757,29.8801,0,3.14,0
47.0332,105.667,4.34757,29.9182,0,3.14,0
47.0932,105.667,4.34757,29.9564,0,3.14,0
47.1532,105.667,4.34757,29.9946,0,3.14,0
47.2132,105.667,4.34757,30.0327,0,3.14,0
47.2732,105.667,4.34757,30.0709,0,3.14,0
47.3332,105.667,4.34757,30.1091,0,3.14,0
47.3932,105.667,4.34757,30.1472,0,3.14,0
47.4532,105.667,4.34757,30.1854,0,3.14,0
47.5132,105.667,4.34757,30.2236,0,3.14,0
47.5732,105.667,4.34757,30.2617,0,3.14,0
47.6332,104.757,4.32881,30.2999,0,3.14,0
47.6932,104.768,4.32904,30.3381,0,3.14,0
47.7532,104.778,4.32924,30.3762,0,3.14,0
47.8132,104.786,4.32941,30.4144,0,3.14,0
47.8732,104.794,4.32957,30.4526,0,3.14,0
47.9332,104.802,4.32973,30.4907,0,3.14,0
47.9932,104.81,4.32991,30.5289,0,3.14,0
48.0532,104.818,4.33006,30.5671,0,3.14,0
48.1132,105.667,4.34757,30.6052,0,3.14,0
48.1732,105.667,4.34757,30.6434,0,3.14,0
48.2332,105.667,4.34757,30.6816,0,3.14,0
48.2932,105.667,4.34757,30.7197,0,3.14,0
48.3532,105.667,4.34757,30.7579,0,3.14,0
48.4132,105.667,4.34757,30.7961,0,3.14,0
48.4732,105.667,4.34757,30.8342,0,3.14,0
48.5332,105.667,4.34757,30.8724,0,3.14,0
48.5932,105.667,4.34757,30.9106,0,3.14,0
48.6532,105.667,4.34757,30.9487,0,3.14,0
48.7132,105.667,4.34757,30.9869,0,3.14,0
48.7732,105.667,4.34757,31.0251,0,3.14,0
48.8332,104.869,4.33113,31.0632,0,3.14,0
48.8932,104.875,4.33126,31.1014,0,3.14,0
48.9532,104.882,4.3314,31.1396,0,3.14,0
49.0132,104.89,4.33156,31.1777,0,3.14,0
49.0732,104.898,4.33171,31.2159,0,3.14,0
49.1332,104.905,4.33187,31.2541,0,3.14,0
49.1932,104.516,4.32384,31.2922,0,3.14,0
49.2532,104.92,4.33217,31.3304,0,3.14,0
49.3132,104.927,4.33232,31.3686,0,3.14,0
49.3732,104.934,4.33246,31.4067,0,3.14,0
49.4332,104.941,4.3326,31.4449,0,3.14,0
49.4932,104.553,4.32462,31.4831,0,3.14,0
49.5532,104.56,4.32474,31.5212,0,3.14,0
49.6132,104.566,4.32487,31.5594,0,3.14,0
49.6732,104.571,4.32499,31.5976,0,3.14,0
49.7332,104.577,4.3251,31.6357,0,3.14,0
49.7932,104.583,4.32522,31.6739,0,3.14,0
49.8532,104.588,4.32534,31.7121,0,3.14,0
49.9132,104.594,4.32545,31.7502,0,3.14,0
49.9732,104.6,4.32557,31.7884,0,3.14,0
50.0332,104.605,4.32568,31.8266,0,3.14,0
50.0932,104.61,4.32578,31.8647,0,3.14,0
50.1532,104.615,4.32589,31.9029,0,3.14,0
50.2132,104.621,4.326,31.9411,0,3.14,0
50.2732,104.626,4.32612,31.9792,0,3.14,0
50.3332,104.632,4.32624,32.0174,0,3.14,0
50.3932,104.638,4.32635,32.0556,0,3.14,0
50.4532,104.643,4.32646,32.0937,0,3.14,0
50.5132,104.648,4.32657,32.1319,0,3.14,0
50.5732,104.653,4.32666,32.1701,0,3.14,0
50.6332,104.657,4.32676,32.2082,0,3.14,0
50.6932,104.661,4.32684,32.2464,0,3.14,0
50.7532,104.666,4.32693,32.2846,0,3.14,0
50.8132,104.67,4.32702,32.3227,0,3.14,0
50.8732,104.674,4.3271,32.3609,0,3.14,0
50.9332,104.35,4.32043,32.3991,0,3.14,0
50.9932,104.354,4.32051,32.4372,0,3.14,0
51.0532,104.358,4.32058,32.4754,0,3.14,0
51.1132,104.361,4.32064,32.5136,0,3.14,0
51.1732,104.364,4.3207,32.5517,0,3.14,0
51.2332,104.367,4.32076,32.5899,0,3.14,0
51.2932,104.369,4.32082,32.6281,0,3.14,0
51.3532,104.372,4.32087,32.6662,0,3.14,0
51.4132,104.374,4.32092,32.7044,0,3.14,0
51.4732,104.377,4.32097,32.7426,0,3.14,0
51.5332,104.379,4.32102,32.7807,0,3.14,0
51.5932,104.381,4.32107,32.8189,0,3.14,0
51.6532,104.384,4.32112,32.8571,0,3.14,0
51.7132,104.386,4.32117,32.8952,0,3.14,0
51.7732,104.389,4.32122,32.9334,0,3.14,0
51.8332,104.391,4.32127,32.9716,0,3.14,0
51.8932,104.393,4.32132,33.0097,0,3.14,0
51.9532,104.396,4.32136,33.0479,0,3.14,0
52.0132,104.398,4.3214,33.0861,0,3.14,0
52.0732,104.399,4.32144,33.1242,0,3.14,0
52.1332,104.401,4.32147,33.1624,0,3.14,0
52.1932,104.403,4.32151,33.2006,0,3.14,0
52.2532,104.404,4.32153,33.2387,0,3.14,0
52.3132,104.405,4.32156,33.2769,0,3.14,0
52.3732,104.406,4.32157,33.3151,0,3.14,0
52.4332,104.406,4.32158,33.3532,0,3.14,0
52.4932,104.407,4.32159,33.3914,0,3.14,0
52.5532,104.41,4.32166,33.4296,0,3.14,0
52.6132,104.414,4.32174,33.4677,0,3.14,0
52.6732,104.786,4.32941,33.5059,0,3.14,0
52.7332,104.789,4.32947,33.5441,0,3.14,0
52.7932,104.792,4.32953,33.5822,0,3.14,0
52.8532,104.794,4.32958,33.6204,0,3.14,0
52.9132,104.796,4.32962,33.6586,0,3.14,0
52.9732,104.798,4.32966,33.6967,0,3.14,0
53.0332,104.8,4.32969,33.7349,0,3.14,0
53.0932,104.801,4.32973,33.7731,0,3.14,0
53.1532,104.803,4.32976,33.8112,0,3.14,0
53.2132,104.804,4.32979,33.8494,0,3.14,0
53.2732,104.805,4.32981,33.8876,0,3.14,0
53.3332,104.807,4.32984,33.9257,0,3.14,0
53.3932,104.808,4.32986,33.9639,0,3.14,0
53.4532,104.809,4.32988,34.0021,0,3.14,0
53.5132,104.81,4.3299,34.0402,0,3.14,0
53.5732,104.811,4.32992,34.0784,0,3.14,0
53.6332,104.811,4.32994,34.1166,0,3.14,0
53.6932,104.812,4.32996,34.1547,0,3.14,0
53.7532,104.814,4.32998,34.1929,0,3.14,0
53.8132,104.815,4.33,34.2311,0,3.14,0
53.8732,104.452,4.32252,34.2692,0,3.14,0
53.9332,104.453,4.32254,34.3074,0,3.14,0
53.9932,104.454,4.32257,34.3456,0,3.14,0
54.0532,104.456,4.3226,34.3837,0,3.14,0
54.1132,104.457,4.32262,34.4219,0,3.14,0
54.1732,104.458,4.32265,34.4601,0,3.14,0
54.2332,104.46,4.32268,34.4982,0,3.14,0
54.2932,104.461,4.32271,34.5364,0,3.14,0
54.3532,104.462,4.32273,34.5746,0,3.14,0
54.4132,104.464,4.32276,34.6127,0,3.14,0
54.4732,104.465,4.32279,34.6509,0,3.14,0
54.5332,104.466,4.32281,34.6891,0,3.14,0
54.5932,104.467,4.32284,34.7272,0,3.14,0
54.6532,104.469,4.32287,34.7654,0,3.14,0
54.7132,104.47,4.3229,34.8036,0,3.14,0
54.7732,104.472,4.32293,34.8417,0,3.14,0
54.8332,104.473,4.32295,34.8799,0,3.14,0
54.8932,104.474,4.32298,34.9181,0,3.14,0
54.9532,104.476,4.32301,34.9562,0,3.14,0
55.0132,104.477,4.32305,34.9944,0,3.14,0
55.0732,104.479,4.32308,35.0326,0,3.14,0
55.1332,104.481,4.32312,35.0707,0,3.14,0
55.1932,104.483,4.32315,35.1089,0,3.14,0
55.2532,104.484,4.32319,35.1471,0,3.14,0
55.3132,104.486,4.32323,35.1852,0,3.14,0
55.3732,104.488,4.32326,35.2234,0,3.14,0
55.4332,104.489,4.32329,35.2616,0,3.14,0
55.4932,104.491,4.32332,35.2997,0,3.14,0
55.5532,104.492,4.32335,35.3379,0,3.14,0
55.6132,104.493,4.32338,35.3761,0,3.14,0
55.6732,104.495,4.3234,35.4142,0,3.14,0
55.7332,104.496,4.32342,35.4524,0,3.14,0
55.7932,104.498,4.32347,35.4906,0,3.14,0
55.8532,104.503,4.32357,35.5287,0,3.14,0
55.9132,104.507,4.32367,35.5669,0,3.14,0
55.9732,104.512,4.32375,35.6051,0,3.14,0
56.0332,104.515,4.32383,35.6432,0,3.14,0
56.0932,104.519,4.3239,35.6814,0,3.14,0
56.1532,104.522,4.32396,35.7196,0,3.14,0
56.2132,104.524,4.32401,35.7577,0,3.14,0
56.2732,104.527,4.32406,35.7959,0,3.14,0
56.3332,104.529,4.32411,35.8341,0,3.14,0
56.3932,104.531,4.32414,35.8722,0,3.14,0
56.4532,104.532,4.32418,35.9104,0,3.14,0
56.5132,104.534,4.32421,35.9486,0,3.14,0
56.5732,104.536,4.32425,35.9867,0,3.14,0
56.6332,104.537,4.32428,36.0249,0,3.14,0
56.6932,104.539,4.32431,36.0631,0,3.14,0
56.7532,104.54,4.32434,36.1012,0,3.14,0
56.8132,104.542,4.32438,36.1394,0,3.14,0
56.8732,104.544,4.32441,36.1776,0,3.14,0
56.9332,104.545,4.32444,36.2157,0,3.14,0
56.9932,104.547,4.32448,36.2539,0,3.14,0
57.0532,104.548,4.32451,36.292,0,3.14,0
57.1132,104.55,4.32454,36.3302,0,3.14,0
57.1732,104.551,4.32456,36.3684,0,3.14,0
57.2332,104.552,4.32459,36.4065,0,3.14,0
57.2932,104.553,4.32461,36.4447,0,3.14,0
57.3532,104.554,4.32462,36.4829,0,3.14,0
57.4132,104.554,4.32463,36.521,0,3.14,0
57.4732,104.555,4.32464,36.5592,0,3.14,0
57.5332,104.555,4.32464,36.5974,0,3.14,0
57.5932,104.555,4.32464,36.6355,0,3.14,0
57.6532,104.554,4.32463,36.6737,0,3.14,0
57.7132,104.554,4.32462,36.7119,0,3.14,0
57.7732,104.553,4.3246,36.75,0,3.14,0
57.8332,104.552,4.32458,36.7882,0,3.14,0
57.8932,104.55,4.32455,36.8264,0,3.14,0
57.9532,104.549,4.32452,36.8645,0,3.14,0
58.0132,104.547,4.32449,36.9027,0,3.14,0
58.0732,104.545,4.32444,36.9409,0,3.14,0
58.1332,104.543,4.3244,36.979,0,3.14,0
58.1932,104.54,4.32434,37.0172,0,3.14,0
58.2532,104.538,4.32429,37.0554,0,3.14,0
58.3132,104.535,4.32423,37.0935,0,3.14,0
58.3732,104.532,4.32417,37.1317,0,3.14,0
58.4332,104.529,4.32411,37.1699,0,3.14,0
58.4932,104.526,4.32405,37.208,0,3.14,0
58.5532,104.523,4.32399,37.2462,0,3.14,0
58.6132,104.52,4.32392,37.2844,0,3.14,0
58.6732,104.517,4.32385,37.3225,0,3.14,0
58.7332,104.513,4.32379,37.3607,0,3.14,0
58.7932,104.51,4.32371,37.3989,0,3.14,0
58.8532,104.506,4.32364,37.437,0,3.14,0
58.9132,104.505,4.32361,37.4752,0,3.14,0
58.9732,104.503,4.32358,37.5134,0,3.14,0
59.0332,104.501,4.32354,37.5515,0,3.14,0
59.0932,104.5,4.32351,37.5897,0,3.14,0
59.1532,104.498,4.32348,37.6279,0,3.14,0
59.2132,104.497,4.32346,37.666,0,3.14,0
59.2732,104.496,4.32343,37.7042,0,3.14,0
59.3332,104.495,4.32341,37.7424,0,3.14,0
59.3932,104.494,4.3234,37.7805,0,3.14,0
59.4532,104.493,4.32338,37.8187,0,3.14,0
59.5132,104.493,4.32336,37.8569,0,3.14,0
59.5732,104.492,4.32334,37.895,0,3.14,0
59.6332,104.491,4.32332,37.9332,0,3.14,0
59.6932,104.49,4.32331,37.9714,0,3.14,0
59.7532,104.489,4.32329,38.0095,0,3.14,0
59.8132,104.489,4.32328,38.0477,0,3.14,0
59.8732,104.488,4.32328,38.0859,0,3.14,0
59.9332,104.488,4.32327,38.124,0,3.14,0
59.9932,104.488,4.32327,38.1622,0,3.14,0
60.0532,104.488,4.32327,38.2004,0,3.14,0
60.1132,104.488,4.32328,38.2385,0,3.14,0
60.1732,104.489,4.32328,38.2767,0,3.14,0
60.2332,104.489,4.32328,38.3149,0,3.14,0
60.2932,104.489,4.32329,38.353,0,3.14,0
60.3532,104.49,4.3233,38.3912,0,3.14,0
60.4132,104.49,4.32331,38.4294,0,3.14,0
60.4732,104.491,4.32333,38.4675,0,3.14,0
60.5332,104.492,4.32335,38.5057,0,3.14,0
60.5932,104.493,4.32337,38.5439,0,3.14,0
60.6532,104.494,4.3234,38.582,0,3.14,0
60.7132,104.496,4.32343,38.6202,0,3.14,0
60.7732,104.497,4.32346,38.6584,0,3.14,0
60.8332,104.499,4.32349,38.6965,0,3.14,0
60.8932,104.501,4.32352,38.7347,0,3.14,0
60.9532,104.502,4.32356,38.7729,0,3.14,0
61.0132,104.504,4.3236,38.811,0,3.14,0
61.0732,104.506,4.32364,38.8492,0,3.14,0
61.1332,104.508,4.32368,38.8874,0,3.14,0
61.1932,104.51,4.32372,38.9255,0,3.14,0
61.2532,104.513,4.32377,38.9637,0,3.14,0
61.3132,104.515,4.32382,39.0019,0,3.14,0
61.3732,104.517,4.32387,39.04,0,3.14,0
61.4332,104.52,4.32392,39.0782,0,3.14,0
