sim_time,front_x,Z,T,cohesion,viscosity,tension,pressure
9.56815,105.667,4.34757,6.08638,20,3.14,20,4000
9.60864,105.667,4.34757,6.11214,20,3.14,20,4000
9.64839,105.667,4.34757,6.13743,20,3.14,20,4000
9.68322,105.667,4.34757,6.15958,20,3.14,20,4000
9.71943,105.667,4.34757,6.18261,20,3.14,20,4000
9.76541,105.667,4.34757,6.21186,20,3.14,20,4000
9.799,105.667,4.34757,6.23323,20,3.14,20,4000
9.83599,105.667,4.34757,6.25676,20,3.14,20,4000
9.87557,105.667,4.34757,6.28194,20,3.14,20,4000
9.92357,105.667,4.34757,6.31247,20,3.14,20,4000
9.97011,105.667,4.34757,6.34207,20,3.14,20,4000
10.0137,105.667,4.34757,6.36981,20,3.14,20,4000
10.055,105.667,4.34757,6.39604,20,3.14,20,4000
10.0969,105.667,4.34757,6.42274,20,3.14,20,4000
10.1431,105.667,4.34757,6.45209,20,3.14,20,4000
10.1873,105.667,4.34757,6.48025,20,3.14,20,4000
10.2349,105.667,4.34757,6.51051,20,3.14,20,4000
10.2805,105.667,4.34757,6.53949,20,3.14,20,4000
10.326,105.667,4.34757,6.56847,20,3.14,20,4000
10.374,105.667,4.34757,6.599,20,3.14,20,4000
10.422,105.667,4.34757,6.62953,20,3.14,20,4000
10.47,105.667,4.34757,6.66006,20,3.14,20,4000
10.518,105.667,4.34757,6.6906,20,3.14,20,4000
10.566,105.667,4.34757,6.72113,20,3.14,20,4000
10.614,105.667,4.34757,6.75166,20,3.14,20,4000
10.662,105.667,4.34757,6.7822,20,3.14,20,4000
10.71,105.667,4.34757,6.81273,20,3.14,20,4000
10.758,105.667,4.34757,6.84326,20,3.14,20,4000
10.806,105.667,4.34757,6.8738,20,3.14,20,4000
10.8519,105.667,4.34757,6.90299,20,3.14,20,4000
10.8986,105.667,4.34757,6.93269,20,3.14,20,4000
10.9466,105.667,4.34757,6.96322,20,3.14,20,4000
10.9933,105.667,4.34757,6.9929,20,3.14,20,4000
